level_0,index,Peptide,Quality,Significance (-10lgP),m/z,RT range,z,Avg. Area,BRAIN_N01_neg m/z,BRAIN_N01_neg RT mean,BRAIN_N01_neg Normalized Area,BRAIN_N50_neg m/z,BRAIN_N50_neg RT mean,BRAIN_N50_neg Normalized Area,Sample Profile (Ratio),control Normalized Area,protein Normalized Area,Group Profile (Ratio),RT mean,Accession,PTM,Ratio_N50/N01,[M-H]-,[M+HCOO]-
320,320,,0.43,8.91,934.4513,7.55 - 7.94,1,5300.0,-,-,0.0,934.4513,7.69,10600.0,00:01.0,0.0,10600.0,00:01.0,7.69,,,#DIV/0!,[],[]
321,321,,0.46,9.69,1110.9094,16.44 - 16.81,1,5200.0,-,-,0.0,1110.9094,16.53,10400.0,00:01.0,0.0,10400.0,00:01.0,16.53,,,#DIV/0!,[],[]
322,322,,0.33,5.36,916.5609,11.25 - 12.11,1,5200.0,-,-,0.0,916.5609,12.06,10500.0,00:01.0,0.0,10500.0,00:01.0,12.06,,,#DIV/0!,[],['Phosphatidylserine (O-44:9)']
323,323,,0.45,8.96,936.6338,10.17 - 10.65,1,5200.0,-,-,0.0,936.6338,10.41,10300.0,00:01.0,0.0,10300.0,00:01.0,10.41,,,#DIV/0!,['Dihexosyl ceramide (d40:5)' 'Sulfohexosyl ceramide (d46:6)'],['Phosphatidylserine (O-45:6)']
324,324,,0.4,7.02,916.6487,10.63 - 11.54,1,5100.0,-,-,0.0,916.6487,10.85,10200.0,00:01.0,0.0,10200.0,00:01.0,10.85,,,#DIV/0!,['Phosphatidylserine (O-47:7)' 'Sulfohexosyl ceramide (d44:2)'],['Phosphatidylcholine (O-44:8)']
325,325,,0.45,8.36,800.5411,8.21 - 8.47,1,5100.0,-,-,0.0,800.5411,8.38,10200.0,00:01.0,0.0,10200.0,00:01.0,8.38,,,#DIV/0!,['Phosphatidylserine (37:2)'],['Phosphatidylcholine (34:3)' 'Phosphatidylethanolamine (37:3)']
326,326,,0.46,9.49,784.5112,6.95 - 7.52,1,5100.0,-,-,0.0,784.5112,7.09,10200.0,00:01.0,0.0,10200.0,00:01.0,7.09,,,#DIV/0!,['Phosphatidylserine (36:3)'],['Phosphatidylcholine (33:4)' 'Phosphatidylethanolamine (36:4)']
327,327,,0.4,7.06,831.6566,10.93 - 11.67,1,5000.0,-,-,0.0,831.6566,11.35,9980.0,00:01.0,0.0,9980.0,00:01.0,11.35,,,#DIV/0!,['Triacylglycerol (51:8)'],['Phosphatidate (O-43:1)' 'Sphingomyelin (d40:1)']
328,328,,0.39,7.23,920.6366,10.47 - 10.92,1,5000.0,-,-,0.0,920.6366,10.78,10000.0,00:01.0,0.0,10000.0,00:01.0,10.78,,,#DIV/0!,['Phosphatidylserine (46:5)'],"['Phosphatidylcholine (43:6)' 'Phosphatidylethanolamine (46:6)'
 'Dihexosyl ceramide (d35:1)']"
329,329,,0.38,6.25,1040.4911,10.44 - 11.11,1,5000.0,-,-,0.0,1040.4911,10.77,9990.0,00:01.0,0.0,9990.0,00:01.0,10.77,,,#DIV/0!,[],[]
330,330,,0.45,9.12,544.2302,5.59 - 6.33,1,5000.0,-,-,0.0,544.2302,5.92,9950.0,00:01.0,0.0,9950.0,00:01.0,5.92,,,#DIV/0!,[],[]
331,331,,0.43,8.8,834.5135,10.17 - 10.77,1,4900.0,-,-,0.0,834.5135,10.63,9740.0,00:01.0,0.0,9740.0,00:01.0,10.63,,,#DIV/0!,['Phosphatidylethanolamine (44:12)'],[]
332,332,,0.41,7.57,894.6239,10.47 - 11.24,1,4900.0,-,-,0.0,894.6239,10.54,9730.0,00:01.0,0.0,9730.0,00:01.0,10.54,,,#DIV/0!,['Phosphatidylserine (44:4)'],"['Phosphatidylcholine (41:5)' 'Phosphatidylethanolamine (44:5)'
 'Dihexosyl ceramide (d33:0)']"
333,333,,0.34,5.57,911.5164,9.56 - 9.84,1,4900.0,-,-,0.0,911.5164,9.68,9840.0,00:01.0,0.0,9840.0,00:01.0,9.68,,,#DIV/0!,[],['Phosphatidylglycerol (44:12)' 'Bismonoacylglycerolphosphate (44:12)']
334,334,,0.44,8.57,906.5441,8.72 - 8.93,1,4900.0,-,-,0.0,906.5441,8.84,9850.0,00:01.0,0.0,9850.0,00:01.0,8.84,,,#DIV/0!,[],['Phosphatidylserine (42:7)']
335,335,,0.26,5.13,744.5564,7.94 - 8.43,1,4900.0,-,-,0.0,744.5564,8.17,9790.0,00:01.0,0.0,9790.0,00:01.0,8.17,,,#DIV/0!,['Phosphatidylcholine (33:1)' 'Phosphatidylethanolamine (36:1)'],['Hexosyl ceramide (d34:1)' 'Ceramide phosphate (d40:2)']
336,336,,0.47,9.85,1499.9878,16.05 - 16.41,1,4800.0,-,-,0.0,1499.9878,16.19,9530.0,00:01.0,0.0,9530.0,00:01.0,16.19,,,#DIV/0!,[],[]
337,337,,0.28,5.28,828.5188,10.36 - 10.65,1,4800.0,-,-,0.0,828.5188,10.47,9680.0,00:01.0,0.0,9680.0,00:01.0,10.47,,,#DIV/0!,[],[]
338,338,,0.45,9.52,896.5109,10.17 - 10.61,1,4800.0,-,-,0.0,896.5109,10.24,9680.0,00:01.0,0.0,9680.0,00:01.0,10.24,,,#DIV/0!,[],['Sulfohexosyl ceramide (d40:7)']
339,339,,0.46,9.33,858.6178,12.23 - 12.52,1,4700.0,-,-,0.0,858.6178,12.38,9390.0,00:01.0,0.0,9390.0,00:01.0,12.38,,,#DIV/0!,['Phosphatidylserine (41:1)'],"['Phosphatidylcholine (38:2)' 'Phosphatidylethanolamine (41:2)'
 'Hexosyl ceramide (d43:7)']"
340,340,,0.47,10.41,862.6038,10.09 - 10.36,1,4700.0,-,-,0.0,862.6038,10.21,9450.0,00:01.0,0.0,9450.0,00:01.0,10.21,,,#DIV/0!,['Phosphatidylserine (O-43:6)' 'Sulfohexosyl ceramide (d40:1)'],"['Phosphatidylcholine (O-40:7)' 'Phosphatidylethanolamine (O-43:7)'
 'Hexosyl ceramide (t42:6)']"
341,341,,0.35,5.29,821.5612,7.94 - 8.64,1,4700.0,-,-,0.0,821.5612,8.18,9370.0,00:01.0,0.0,9370.0,00:01.0,8.18,,,#DIV/0!,['Phosphatidylinositol (O-34:1)'],"['Phosphatidate (O-43:6)' 'Phosphatidylglycerol (36:1)'
 'Bismonoacylglycerolphosphate (36:1)']"
342,342,,0.41,7.38,806.4916,6.86 - 7.65,1,4700.0,-,-,0.0,806.4916,7.16,9490.0,00:01.0,0.0,9490.0,00:01.0,7.16,,,#DIV/0!,['Phosphatidylserine (38:6)'],['Phosphatidylethanolamine (38:7)']
343,343,,0.45,8.48,1120.9302,16.67 - 17.01,1,4600.0,-,-,0.0,1120.9302,16.75,9130.0,00:01.0,0.0,9130.0,00:01.0,16.75,,,#DIV/0!,[],['Phosphatidylcholine (O-58:4)']
344,344,,0.43,9.64,801.5281,11.39 - 11.95,1,4600.0,-,-,0.0,801.5281,11.78,9300.0,00:01.0,0.0,9300.0,00:01.0,11.78,,,#DIV/0!,[],['Lysophosphatidylglycerol (36:4)']
345,345,,0.45,9.49,920.5108,10.21 - 10.47,1,4600.0,-,-,0.0,920.5108,10.36,9220.0,00:01.0,0.0,9220.0,00:01.0,10.36,,,#DIV/0!,[],[]
346,346,,0.37,6.03,1556.0759,8.84 - 9.13,1,4600.0,-,-,0.0,1556.0759,8.93,9150.0,00:01.0,0.0,9150.0,00:01.0,8.93,,,#DIV/0!,[],[]
347,347,,0.43,9.02,884.634,10.32 - 10.99,1,4500.0,-,-,0.0,884.634,10.71,9080.0,00:01.0,0.0,9080.0,00:01.0,10.71,,,#DIV/0!,['Phosphatidylserine (43:2)'],['Phosphatidylcholine (40:3)' 'Phosphatidylethanolamine (43:3)']
348,348,,0.38,6.46,984.5792,6.09 - 6.32,1,4500.0,-,-,0.0,984.5792,6.24,9060.0,00:01.0,0.0,9060.0,00:01.0,6.24,,,#DIV/0!,[],['Ganglioside Gb3 (d28:1)']
349,349,,0.47,9.22,637.5857,12.20 - 12.83,1,4400.0,-,-,0.0,637.5857,12.53,8810.0,00:01.0,0.0,8810.0,00:01.0,12.53,,,#DIV/0!,"['Diacylglycerol (37:0)' 'Monoalkyldiacylglycerol (O-37:0)'
 'Sterol ester (44:1)']",[]
350,350,,0.44,8.48,932.6443,10.84 - 11.27,1,4400.0,-,-,0.0,932.6443,11.14,8830.0,00:01.0,0.0,8830.0,00:01.0,11.14,,,#DIV/0!,['Phosphatidylserine (47:6)'],['Phosphatidylcholine (44:7)']
351,351,,0.43,9.5,954.5001,9.47 - 9.68,1,4400.0,-,-,0.0,954.5001,9.58,8880.0,00:01.0,0.0,8880.0,00:01.0,9.58,,,#DIV/0!,[],[]
352,352,,0.46,9.7,790.4958,7.76 - 8.17,1,4400.0,-,-,0.0,790.4958,8.02,8710.0,00:01.0,0.0,8710.0,00:01.0,8.02,,,#DIV/0!,['Phosphatidylserine (O-38:7)'],['Phosphatidylethanolamine (O-38:8)' 'Phosphatidylserine (33:2)']
353,353,,0.44,8.39,758.4942,6.38 - 7.02,1,4400.0,-,-,0.0,758.4942,6.49,8730.0,00:01.0,0.0,8730.0,00:01.0,6.49,,,#DIV/0!,['Phosphatidylserine (34:2)'],['Phosphatidylcholine (31:3)' 'Phosphatidylethanolamine (34:3)']
354,354,,0.45,8.88,1473.9778,15.94 - 16.38,1,4300.0,-,-,0.0,1473.9778,16.04,8680.0,00:01.0,0.0,8680.0,00:01.0,16.04,,,#DIV/0!,[],[]
355,355,,0.44,8.7,930.6395,12.53 - 13.07,1,4300.0,-,-,0.0,930.6395,12.8,8520.0,00:01.0,0.0,8520.0,00:01.0,12.8,,,#DIV/0!,[],['Phosphatidylserine (43:2)']
356,356,,0.34,5.51,1173.2871,11.97 - 12.16,1,4300.0,-,-,0.0,1173.2871,12.06,8670.0,00:01.0,0.0,8670.0,00:01.0,12.06,,,#DIV/0!,[],[]
357,357,,0.44,8.18,934.5731,11.35 - 11.88,1,4300.0,-,-,0.0,934.5731,11.67,8640.0,00:01.0,0.0,8640.0,00:01.0,11.67,,,#DIV/0!,[],['Phosphatidylserine (44:7)']
358,358,,0.45,9.1,454.1339,2.99 - 5.10,1,4300.0,-,-,0.0,454.1339,3.39,8580.0,00:01.0,0.0,8580.0,00:01.0,3.39,,,#DIV/0!,[],[]
359,359,,0.5,10.89,506.2879,1.57 - 2.52,1,4300.0,-,-,0.0,506.2879,2.42,8550.0,00:01.0,0.0,8550.0,00:01.0,2.42,,,#DIV/0!,"['Lysophosphatidylserine (O-18:2)' 'Phosphatidylcholine (16:1)'
 'Phosphatidylethanolamine (19:1)']",['Lysophosphatidylethanolamine (O-18:3)' 'Hexosyl ceramide (d17:1)']
360,360,,0.46,9.87,1118.9133,16.41 - 16.63,1,4200.0,-,-,0.0,1118.9133,16.48,8430.0,00:01.0,0.0,8430.0,00:01.0,16.48,,,#DIV/0!,[],['Phosphatidylcholine (O-58:5)']
361,361,,0.44,8.27,988.5826,13.39 - 13.95,1,4200.0,-,-,0.0,988.5826,13.68,8350.0,00:01.0,0.0,8350.0,00:01.0,13.68,,,#DIV/0!,[],[]
362,362,,0.45,9.13,718.6151,12.91 - 13.46,1,4200.0,-,-,0.0,718.6151,13.25,8450.0,00:01.0,0.0,8450.0,00:01.0,13.25,,,#DIV/0!,[],[]
363,363,,0.3,5.5,1508.1312,10.68 - 11.19,1,4200.0,-,-,0.0,1508.1312,10.78,8330.0,00:01.0,0.0,8330.0,00:01.0,10.78,,,#DIV/0!,[],[]
364,364,,0.38,6.32,1084.4879,10.24 - 10.59,1,4200.0,-,-,0.0,1084.4879,10.41,8340.0,00:01.0,0.0,8340.0,00:01.0,10.41,,,#DIV/0!,[],[]
365,365,,0.43,9.07,815.6223,11.60 - 12.21,1,4100.0,-,-,0.0,815.6223,11.94,8220.0,00:01.0,0.0,8220.0,00:01.0,11.94,,,#DIV/0!,['Triacylglycerol (50:9)'],"['Phosphatidate (O-42:2)' 'Sphingomyelin (d39:2)'
 'Ceramide phosphoethanolamine (d42:2)']"
366,366,,0.45,8.47,948.5001,11.08 - 11.41,1,4100.0,-,-,0.0,948.5001,11.22,8200.0,00:01.0,0.0,8200.0,00:01.0,11.22,,,#DIV/0!,[],[]
367,367,,0.45,9.4,1092.8994,16.38 - 16.69,1,4000.0,-,-,0.0,1092.8994,16.43,7920.0,00:01.0,0.0,7920.0,00:01.0,16.43,,,#DIV/0!,[],['Phosphatidylcholine (O-56:4)']
368,368,,0.41,7.37,1451.9924,16.20 - 16.54,1,4000.0,-,-,0.0,1451.9924,16.33,7930.0,00:01.0,0.0,7930.0,00:01.0,16.33,,,#DIV/0!,['Ganglioside GM3 (d56:5)'],[]
369,369,,0.44,8.18,836.6738,12.20 - 12.55,1,4000.0,-,-,0.0,836.6738,12.42,8090.0,00:01.0,0.0,8090.0,00:01.0,12.42,,,#DIV/0!,[],[]
370,370,,0.41,8.03,830.5866,10.71 - 11.13,1,4000.0,-,-,0.0,830.5866,10.98,7950.0,00:01.0,0.0,7950.0,00:01.0,10.98,,,#DIV/0!,['Phosphatidylserine (39:1)'],"['Phosphatidylcholine (36:2)' 'Phosphatidylethanolamine (39:2)'
 'Hexosyl ceramide (d41:7)']"
371,371,,0.35,5.44,1021.5175,6.77 - 7.91,1,4000.0,-,-,0.0,1021.5175,6.77,8060.0,00:01.0,0.0,8060.0,00:01.0,6.77,,,#DIV/0!,[],['Phosphatidylglycerophosphate (46:11)']
372,372,,0.45,8.91,884.718,14.25 - 14.60,1,3900.0,-,-,0.0,884.718,14.43,7730.0,00:01.0,0.0,7730.0,00:01.0,14.43,,,#DIV/0!,['Phosphatidylcholine (43:1)' 'Phosphatidylethanolamine (46:1)'],['Hexosyl ceramide (d44:1)']
373,373,,0.42,8.4,942.5781,11.71 - 12.26,1,3900.0,-,-,0.0,942.5781,12.11,7730.0,00:01.0,0.0,7730.0,00:01.0,12.11,,,#DIV/0!,[],[]
374,374,,0.44,8.75,664.5862,11.57 - 12.04,1,3900.0,-,-,0.0,664.5862,11.94,7800.0,00:01.0,0.0,7800.0,00:01.0,11.94,,,#DIV/0!,[],['Ceramide (d40:2)']
375,375,,0.43,9.14,928.5225,9.84 - 10.01,1,3900.0,-,-,0.0,928.5225,9.97,7760.0,00:01.0,0.0,7760.0,00:01.0,9.97,,,#DIV/0!,[],[]
376,376,,0.38,6.47,957.5309,7.94 - 8.43,1,3900.0,-,-,0.0,957.5309,8.06,7870.0,00:01.0,0.0,7870.0,00:01.0,8.06,,,#DIV/0!,[],[]
377,377,,0.44,8.09,709.6094,12.89 - 13.43,1,3800.0,-,-,0.0,709.6094,13.25,7570.0,00:01.0,0.0,7570.0,00:01.0,13.25,,,#DIV/0!,['Monoalkylmonoacylglycerol (O-44:6)'],[]
378,378,,0.45,9.12,685.5403,12.40 - 13.13,1,3800.0,-,-,0.0,685.5403,12.75,7560.0,00:01.0,0.0,7560.0,00:01.0,12.75,,,#DIV/0!,[],['Monoalkylmonoacylglycerol (O-39:6)']
379,379,,0.39,7.41,955.6389,11.15 - 11.60,1,3800.0,-,-,0.0,955.6389,11.54,7670.0,00:01.0,0.0,7670.0,00:01.0,11.54,,,#DIV/0!,"['Phosphatidylglycerol (50:9)' 'Phosphatidylglycerophosphate (43:0)'
 'Bismonoacylglycerolphosphate (50:9)']",['Phosphatidate (52:9)']
380,380,,0.43,9.06,636.5342,10.05 - 10.44,1,3800.0,-,-,0.0,636.5342,10.36,7500.0,00:01.0,0.0,7500.0,00:01.0,10.36,,,#DIV/0!,['Ceramide (d42:7)'],[]
381,381,,0.44,8.21,671.2634,5.56 - 6.33,1,3800.0,-,-,0.0,671.2634,6.24,7680.0,00:01.0,0.0,7680.0,00:01.0,6.24,,,#DIV/0!,[],[]
382,382,,0.36,6.09,545.2308,5.61 - 6.35,1,3800.0,-,-,0.0,545.2308,5.87,7680.0,00:01.0,0.0,7680.0,00:01.0,5.87,,,#DIV/0!,[],[]
383,383,,0.46,9.54,514.2736,5.57 - 6.34,1,3800.0,-,-,0.0,514.2736,5.85,7570.0,00:01.0,0.0,7570.0,00:01.0,5.85,,,#DIV/0!,[],['Lysophosphatidylserine (O-15:0)']
384,384,,0.49,9.86,315.2534,0.34 - 1.39,1,3800.0,-,-,0.0,315.2534,1.23,7620.0,00:01.0,0.0,7620.0,00:01.0,1.23,,,#DIV/0!,['Monoacylglycerol (15:0)'],['heptadecanoate']
385,385,,0.44,8.42,1425.9755,16.16 - 16.34,1,3700.0,-,-,0.0,1425.9755,16.24,7400.0,00:01.0,0.0,7400.0,00:01.0,16.24,,,#DIV/0!,[],[]
386,386,,0.45,8.49,684.5869,12.88 - 13.42,1,3700.0,-,-,0.0,684.5869,13.27,7490.0,00:01.0,0.0,7490.0,00:01.0,13.27,,,#DIV/0!,['Ceramide (t44:5)'],[]
387,387,,0.42,9.53,657.4825,8.93 - 9.09,1,3700.0,-,-,0.0,657.4825,9.01,7390.0,00:01.0,0.0,7390.0,00:01.0,9.01,,,#DIV/0!,['Phosphatidate (O-34:2)'],['Diacylglycerol (36:6)']
388,388,,0.45,9.12,850.4777,7.37 - 7.61,1,3700.0,-,-,0.0,850.4777,7.56,7380.0,00:01.0,0.0,7380.0,00:01.0,7.56,,,#DIV/0!,[],['Phosphatidylserine (38:7)']
389,389,,0.44,8.48,1112.8977,17.13 - 17.27,1,3600.0,-,-,0.0,1112.8977,17.19,7170.0,00:01.0,0.0,7170.0,00:01.0,17.19,,,#DIV/0!,['Phosphatidylcholine (60:6)'],[]
390,390,,0.45,9.46,854.6631,14.13 - 14.51,1,3600.0,-,-,0.0,854.6631,14.35,7270.0,00:01.0,0.0,7270.0,00:01.0,14.35,,,#DIV/0!,['Phosphatidylcholine (41:2)' 'Phosphatidylethanolamine (44:2)'],['Hexosyl ceramide (d42:2)']
391,391,,0.43,9.07,902.6489,11.45 - 11.85,1,3600.0,-,-,0.0,902.6489,11.67,7230.0,00:01.0,0.0,7230.0,00:01.0,11.67,,,#DIV/0!,['Dihexosyl ceramide (d37:1)'],['Phosphatidylserine (O-42:2)']
392,392,,0.42,8.2,782.4905,7.37 - 7.72,1,3600.0,-,-,0.0,782.4905,7.58,7210.0,00:01.0,0.0,7210.0,00:01.0,7.58,,,#DIV/0!,['Phosphatidylserine (36:4)'],['Phosphatidylcholine (33:5)' 'Phosphatidylethanolamine (36:5)']
393,393,,0.36,5.72,886.6034,5.20 - 7.58,1,3600.0,-,-,0.0,886.6034,5.47,7210.0,00:01.0,0.0,7210.0,00:01.0,5.47,,,#DIV/0!,[],['Phosphatidylcholine (O-42:9)']
394,394,,0.37,5.63,1018.5072,12.09 - 12.70,1,3500.0,-,-,0.0,1018.5072,12.47,6960.0,00:01.0,0.0,6960.0,00:01.0,12.47,,,#DIV/0!,[],[]
395,395,,0.37,6.15,1128.6335,12.06 - 12.55,1,3500.0,-,-,0.0,1128.6335,12.45,6920.0,00:01.0,0.0,6920.0,00:01.0,12.45,,,#DIV/0!,[],[]
396,396,,0.43,9.24,828.4973,7.38 - 7.72,1,3500.0,-,-,0.0,828.4973,7.56,6910.0,00:01.0,0.0,6910.0,00:01.0,7.56,,,#DIV/0!,[],['Phosphatidylserine (36:4)']
397,397,,0.4,6.67,800.5426,6.28 - 7.20,1,3500.0,-,-,0.0,800.5426,6.57,7070.0,00:01.0,0.0,7070.0,00:01.0,6.57,,,#DIV/0!,['Phosphatidylserine (37:2)'],['Phosphatidylcholine (34:3)' 'Phosphatidylethanolamine (37:3)']
398,398,,0.48,9.17,475.3578,6.16 - 6.32,1,3500.0,-,-,0.0,475.3578,6.24,7060.0,00:01.0,0.0,7060.0,00:01.0,6.24,,,#DIV/0!,[],[]
399,399,,0.41,7.69,545.2297,6.15 - 6.34,1,3500.0,-,-,0.0,545.2297,6.24,6900.0,00:01.0,0.0,6900.0,00:01.0,6.24,,,#DIV/0!,[],[]
400,400,,0.3,5.49,608.2544,5.59 - 6.32,1,3500.0,-,-,0.0,608.2544,5.77,7030.0,00:01.0,0.0,7030.0,00:01.0,5.77,,,#DIV/0!,[],[]
401,401,,0.49,9.98,806.1934,5.66 - 5.90,1,3500.0,-,-,0.0,806.1934,5.75,6950.0,00:01.0,0.0,6950.0,00:01.0,5.75,,,#DIV/0!,[],[]
402,402,,0.5,11.12,327.2321,2.37 - 3.11,1,3500.0,-,-,0.0,327.2321,3.04,6920.0,00:01.0,0.0,6920.0,00:01.0,3.04,,,#DIV/0!,['docosahexaenoate'],[]
403,403,,0.46,10.08,436.283,1.70 - 2.60,1,3500.0,-,-,0.0,436.283,2.52,6910.0,00:01.0,0.0,6910.0,00:01.0,2.52,,,#DIV/0!,"['Lysophosphatidylcholine (O-13:1)'
 'Lysophosphatidylethanolamine (O-16:1)']",[]
404,404,,0.44,8.38,916.6975,13.79 - 14.30,1,3400.0,-,-,0.0,916.6975,14.12,6730.0,00:01.0,0.0,6730.0,00:01.0,14.12,,,#DIV/0!,['Phosphatidylserine (45:0)'],"['Phosphatidylcholine (42:1)' 'Phosphatidylethanolamine (45:1)'
 'Hexosyl ceramide (d47:6)']"
405,405,,0.43,9.39,946.6124,13.53 - 13.97,1,3400.0,-,-,0.0,946.6124,13.83,6830.0,00:01.0,0.0,6830.0,00:01.0,13.83,,,#DIV/0!,[],['Phosphatidylserine (O-46:8)']
406,406,,0.43,9.14,874.4766,7.84 - 8.17,1,3400.0,-,-,0.0,874.4766,7.94,6820.0,00:01.0,0.0,6820.0,00:01.0,7.94,,,#DIV/0!,[],[]
407,407,,0.44,8.48,940.5699,6.11 - 6.29,1,3400.0,-,-,0.0,940.5699,6.24,6750.0,00:01.0,0.0,6750.0,00:01.0,6.24,,,#DIV/0!,['Sulfodihexosyl ceramide (d34:1)'],[]
408,408,,0.37,6.11,840.8702,16.85 - 18.28,1,3300.0,-,-,0.0,840.8702,17.24,6560.0,00:01.0,0.0,6560.0,00:01.0,17.24,,,#DIV/0!,[],[]
409,409,,0.45,8.67,828.646,14.09 - 14.56,1,3300.0,-,-,0.0,828.646,14.37,6610.0,00:01.0,0.0,6610.0,00:01.0,14.37,,,#DIV/0!,['Phosphatidylcholine (39:1)' 'Phosphatidylethanolamine (42:1)'],[]
410,410,,0.43,8.9,902.6458,11.81 - 12.02,1,3300.0,-,-,0.0,902.6458,11.91,6660.0,00:01.0,0.0,6660.0,00:01.0,11.91,,,#DIV/0!,[],['Phosphatidylserine (O-42:2)']
411,411,,0.44,8.55,958.6211,10.41 - 10.78,1,3300.0,-,-,0.0,958.6211,10.63,6670.0,00:01.0,0.0,6670.0,00:01.0,10.63,,,#DIV/0!,[],[]
412,412,,0.42,8.56,531.235,5.60 - 6.34,1,3300.0,-,-,0.0,531.235,6.24,6700.0,00:01.0,0.0,6700.0,00:01.0,6.24,,,#DIV/0!,[],['Phosphatidate (21:4)']
413,413,,0.48,9.27,524.2985,2.36 - 2.68,1,3300.0,-,-,0.0,524.2985,2.55,6620.0,00:01.0,0.0,6620.0,00:01.0,2.55,,,#DIV/0!,['Lysophosphatidylserine (18:0)' 'Phosphatidylserine (O-18:0)'],"['Lysophosphatidylethanolamine (18:1)' 'Phosphatidylcholine (O-15:1)'
 'Phosphatidylethanolamine (O-18:1)']"
414,414,,0.49,9.98,359.0834,0.67 - 1.40,1,3300.0,-,-,0.0,359.0834,1.31,6510.0,00:01.0,0.0,6510.0,00:01.0,1.31,,,#DIV/0!,[],[]
415,415,,0.38,6.33,802.5704,10.95 - 11.30,1,3200.0,-,-,0.0,802.5704,11.22,6340.0,00:01.0,0.0,6340.0,00:01.0,11.22,,,#DIV/0!,['Phosphatidylcholine (O-39:7)' 'Phosphatidylethanolamine (O-42:7)'],[]
416,416,,0.37,5.57,894.6617,10.28 - 10.97,1,3200.0,-,-,0.0,894.6617,10.78,6330.0,00:01.0,0.0,6330.0,00:01.0,10.78,,,#DIV/0!,['Phosphatidylserine (O-45:4)'],"['Phosphatidylcholine (O-42:5)' 'Phosphatidylethanolamine (O-45:5)'
 'Hexosyl ceramide (t44:4)']"
417,417,,0.4,6.61,914.6375,10.28 - 10.59,1,3200.0,-,-,0.0,914.6375,10.44,6490.0,00:01.0,0.0,6490.0,00:01.0,10.44,,,#DIV/0!,[],['Phosphatidylcholine (O-44:9)']
418,418,,0.32,5.23,810.502,9.81 - 9.97,1,3200.0,-,-,0.0,810.502,9.99,6390.0,00:01.0,0.0,6390.0,00:01.0,9.99,,,#DIV/0!,['Phosphatidylethanolamine (42:10)'],"['Lysophosphatidylserine (36:6)' 'Phosphatidylserine (O-36:6)'
 'Sulfohexosyl ceramide (d33:1)']"
419,419,,0.33,5.3,1048.4904,6.72 - 7.55,1,3200.0,-,-,0.0,1048.4904,7.25,6500.0,00:01.0,0.0,6500.0,00:01.0,7.25,,,#DIV/0!,[],[]
420,420,,0.45,8.48,879.2114,6.90 - 7.10,1,3200.0,-,-,0.0,879.2114,6.97,6420.0,00:01.0,0.0,6420.0,00:01.0,6.97,,,#DIV/0!,['Phosphatidylinositol trisphosphate (20:1)'],[]
421,421,,0.46,9.67,594.1865,6.08 - 6.43,1,3200.0,-,-,0.0,594.1865,6.24,6370.0,00:01.0,0.0,6370.0,00:01.0,6.24,,,#DIV/0!,[],[]
422,422,,0.41,7.35,852.6862,12.47 - 12.99,1,3100.0,-,-,0.0,852.6862,12.82,6210.0,00:01.0,0.0,6210.0,00:01.0,12.82,,,#DIV/0!,['Phosphatidylcholine (O-42:3)'],[]
423,423,,0.42,8.62,810.6772,12.08 - 12.56,1,3100.0,-,-,0.0,810.6772,12.4,6120.0,00:01.0,0.0,6120.0,00:01.0,12.4,,,#DIV/0!,['Hexosyl ceramide (d42:1)'],[]
424,424,,0.38,6.29,894.6187,10.80 - 11.30,1,3100.0,-,-,0.0,894.6187,11.08,6190.0,00:01.0,0.0,6190.0,00:01.0,11.08,,,#DIV/0!,['Phosphatidylserine (44:4)'],"['Phosphatidylcholine (41:5)' 'Phosphatidylethanolamine (44:5)'
 'Dihexosyl ceramide (d33:0)']"
425,425,,0.37,5.8,910.649,10.65 - 11.15,1,3100.0,-,-,0.0,910.649,10.98,6130.0,00:01.0,0.0,6130.0,00:01.0,10.98,,,#DIV/0!,[],['Phosphatidylcholine (42:4)' 'Phosphatidylethanolamine (45:4)']
426,426,,0.42,8.67,855.5074,10.72 - 11.17,1,3100.0,-,-,0.0,855.5074,10.88,6150.0,00:01.0,0.0,6150.0,00:01.0,10.88,,,#DIV/0!,['Phosphatidylinositol (36:5)' 'Phosphatidylglycerophosphate (36:1)'],[]
427,427,,0.4,6.92,782.5286,10.21 - 10.63,1,3100.0,-,-,0.0,782.5286,10.44,6120.0,00:01.0,0.0,6120.0,00:01.0,10.44,,,#DIV/0!,['Phosphatidylserine (O-37:4)'],"['Lysophosphatidylcholine (34:5)' 'Phosphatidylcholine (O-34:5)'
 'Phosphatidylethanolamine (O-37:5)']"
428,428,,0.43,8.96,485.2709,5.59 - 6.32,1,3100.0,-,-,0.0,485.2709,6.24,6260.0,00:01.0,0.0,6260.0,00:01.0,6.24,,,#DIV/0!,['Lysophosphatidate (22:4)'],[]
429,429,,0.28,5.22,974.6873,6.02 - 6.32,1,3100.0,-,-,0.0,974.6873,6.22,6260.0,00:01.0,0.0,6260.0,00:01.0,6.22,,,#DIV/0!,['Phosphatidylserine (50:6)'],['Phosphatidylethanolamine (50:7)']
430,430,,0.44,8.44,1086.8812,17.12 - 17.26,1,3000.0,-,-,0.0,1086.8812,17.18,5950.0,00:01.0,0.0,5950.0,00:01.0,17.18,,,#DIV/0!,['Phosphatidylcholine (58:5)' 'Dihexosyl ceramide (d50:0)'],[]
