level_0,index,Peptide,Quality,Significance (-10lgP),m/z,RT range,z,Avg. Area,LIVER_N50_neg m/z,LIVER_N50_neg RT mean,LIVER_N50_neg Normalized Area,LIVER_N01_neg m/z,LIVER_N01_neg RT mean,LIVER_N01_neg Normalized Area,Sample Profile (Ratio),protein Normalized Area,control Normalized Area,Group Profile (Ratio),RT mean,Accession,PTM,Ratio N50/N01,[M-H]-,[M+HCOO]-
1355,1355,,0.21,5.12,720.1514,3.21 - 3.51,1,687.7,720.1514,3.42,1380.0,-,-,0.0,1.00:0,1380.0,0.0,1.00:0,3.42,,,#DIV/0!,[],[]
1356,1356,,0.33,5.56,1274.3047,12.58 - 12.70,1,686.9,1274.3047,12.64,1370.0,-,-,0.0,1.00:0,1370.0,0.0,1.00:0,12.64,,,#DIV/0!,[],[]
1357,1357,,0.36,5.76,1119.5869,11.25 - 11.47,1,687.1,1119.5869,11.31,1370.0,-,-,0.0,1.00:0,1370.0,0.0,1.00:0,11.31,,,#DIV/0!,"['Phosphatidylinositol bisphosphate (43:2)'
 'Phosphatidylinositol monophosphate (50:11)']",[]
1358,1358,,0.34,5.66,771.6365,11.02 - 11.44,1,686.3,771.6365,11.17,1370.0,-,-,0.0,1.00:0,1370.0,0.0,1.00:0,11.17,,,#DIV/0!,"['Phosphatidate (O-42:1)' 'Sphingomyelin (d39:1)'
 'Ceramide phosphoethanolamine (d42:1)']",['Sterol ester (51:6)']
1359,1359,,0.27,5.24,1413.687,20.14 - 20.24,1,679.2,1413.687,20.2,1360.0,-,-,0.0,1.00:0,1360.0,0.0,1.00:0,20.2,,,#DIV/0!,[],[]
1360,1360,,0.37,6.03,1042.8055,20.16 - 20.23,1,681.2,1042.8055,20.16,1360.0,-,-,0.0,1.00:0,1360.0,0.0,1.00:0,20.16,,,#DIV/0!,[],['Phosphatidylserine (O-52:2)']
1361,1361,,0.32,5.78,1190.2455,14.80 - 15.03,1,680.2,1190.2455,14.95,1360.0,-,-,0.0,1.00:0,1360.0,0.0,1.00:0,14.95,,,#DIV/0!,[],[]
1362,1362,,0.36,5.81,1100.4746,10.45 - 10.60,1,678.8,1100.4746,10.48,1360.0,-,-,0.0,1.00:0,1360.0,0.0,1.00:0,10.48,,,#DIV/0!,[],[]
1363,1363,,0.35,5.63,908.6366,10.38 - 10.50,1,681.5,908.6366,10.45,1360.0,-,-,0.0,1.00:0,1360.0,0.0,1.00:0,10.45,,,#DIV/0!,['Phosphatidylserine (45:4)'],"['Phosphatidylcholine (42:5)' 'Phosphatidylethanolamine (45:5)'
 'Dihexosyl ceramide (d34:0)']"
1364,1364,,0.39,6.6,649.1243,3.26 - 3.38,1,678.9,649.1243,3.28,1360.0,-,-,0.0,1.00:0,1360.0,0.0,1.00:0,3.28,,,#DIV/0!,[],[]
1365,1365,,0.34,5.47,906.5433,10.60 - 10.85,1,675.1,906.5433,10.71,1350.0,-,-,0.0,1.00:0,1350.0,0.0,1.00:0,10.71,,,#DIV/0!,[],['Phosphatidylserine (42:7)']
1366,1366,,0.31,5.42,1443.6941,20.17 - 20.24,1,668.5,1443.6941,20.2,1340.0,-,-,0.0,1.00:0,1340.0,0.0,1.00:0,20.2,,,#DIV/0!,[],[]
1367,1367,,0.25,5.0,1238.2769,12.35 - 12.57,1,668.9,1238.2769,12.45,1340.0,-,-,0.0,1.00:0,1340.0,0.0,1.00:0,12.45,,,#DIV/0!,[],[]
1368,1368,,0.35,5.66,1126.2667,10.36 - 11.02,1,667.7,1126.2667,10.44,1340.0,-,-,0.0,1.00:0,1340.0,0.0,1.00:0,10.44,,,#DIV/0!,[],[]
1369,1369,,0.35,5.78,666.0589,1.93 - 2.12,1,670.9,666.0589,2.07,1340.0,-,-,0.0,1.00:0,1340.0,0.0,1.00:0,2.07,,,#DIV/0!,[],[]
1370,1370,,0.37,5.99,662.5708,10.77 - 11.14,1,666.9,662.5708,10.84,1330.0,-,-,0.0,1.00:0,1330.0,0.0,1.00:0,10.84,,,#DIV/0!,[],['Ceramide (d40:3)']
1371,1371,,0.36,5.6,1043.5199,10.15 - 10.27,1,667.5,1043.5199,10.22,1330.0,-,-,0.0,1.00:0,1330.0,0.0,1.00:0,10.22,,,#DIV/0!,[],[]
1372,1372,,0.38,6.15,844.0131,4.66 - 4.76,1,663.5,844.0131,4.71,1330.0,-,-,0.0,1.00:0,1330.0,0.0,1.00:0,4.71,,,#DIV/0!,[],[]
1373,1373,,0.33,5.4,1464.3318,15.10 - 15.21,1,661.7,1464.3318,15.15,1320.0,-,-,0.0,1.00:0,1320.0,0.0,1.00:0,15.15,,,#DIV/0!,[],[]
1374,1374,,0.36,5.78,1299.739,20.13 - 20.20,1,653.8,1299.739,20.14,1310.0,-,-,0.0,1.00:0,1310.0,0.0,1.00:0,20.14,,,#DIV/0!,[],[]
1375,1375,,0.31,5.32,494.8335,16.78 - 16.90,1,656.4,494.8335,16.83,1310.0,-,-,0.0,1.00:0,1310.0,0.0,1.00:0,16.83,,,#DIV/0!,[],[]
1376,1376,,0.36,5.62,670.6261,15.08 - 15.36,1,654.0,670.6261,15.28,1310.0,-,-,0.0,1.00:0,1310.0,0.0,1.00:0,15.28,,,#DIV/0!,[],[]
1377,1377,,0.38,6.25,760.606,13.56 - 13.75,1,653.7,760.606,13.6,1310.0,-,-,0.0,1.00:0,1310.0,0.0,1.00:0,13.6,,,#DIV/0!,[],[]
1378,1378,,0.31,5.5,1218.1311,13.01 - 13.21,1,654.3,1218.1311,13.07,1310.0,-,-,0.0,1.00:0,1310.0,0.0,1.00:0,13.07,,,#DIV/0!,['Triacylglycerol (78:4)'],[]
1379,1379,,0.37,5.68,1278.1,12.91 - 13.06,1,656.7,1278.1,12.97,1310.0,-,-,0.0,1.00:0,1310.0,0.0,1.00:0,12.97,,,#DIV/0!,[],[]
1380,1380,,0.37,5.76,915.1919,5.69 - 5.80,1,653.9,915.1919,5.74,1310.0,-,-,0.0,1.00:0,1310.0,0.0,1.00:0,5.74,,,#DIV/0!,[],[]
1381,1381,,0.37,5.76,1165.2598,11.30 - 11.41,1,651.5,1165.2598,11.35,1300.0,-,-,0.0,1.00:0,1300.0,0.0,1.00:0,11.35,,,#DIV/0!,[],[]
1382,1382,,0.34,5.41,667.139,5.96 - 6.30,1,651.3,667.139,6.09,1300.0,-,-,0.0,1.00:0,1300.0,0.0,1.00:0,6.09,,,#DIV/0!,[],[]
1383,1383,,0.38,6.22,561.13,3.20 - 3.31,1,651.1,561.13,3.28,1300.0,-,-,0.0,1.00:0,1300.0,0.0,1.00:0,3.28,,,#DIV/0!,[],[]
1384,1384,,0.38,6.53,532.0179,1.54 - 1.73,1,651.1,532.0179,1.64,1300.0,-,-,0.0,1.00:0,1300.0,0.0,1.00:0,1.64,,,#DIV/0!,[],[]
1385,1385,,0.37,6.09,738.6609,14.81 - 14.99,1,647.4,738.6609,14.94,1290.0,-,-,0.0,1.00:0,1290.0,0.0,1.00:0,14.94,,,#DIV/0!,[],['Ceramide (t44:1)']
1386,1386,,0.34,5.49,1486.2296,14.63 - 14.74,1,643.6,1486.2296,14.73,1290.0,-,-,0.0,1.00:0,1290.0,0.0,1.00:0,14.73,,,#DIV/0!,[],[]
1387,1387,,0.36,5.76,1477.2052,14.53 - 14.73,1,646.6,1477.2052,14.6,1290.0,-,-,0.0,1.00:0,1290.0,0.0,1.00:0,14.6,,,#DIV/0!,[],[]
1388,1388,,0.3,5.21,1163.2578,11.38 - 11.55,1,643.8,1163.2578,11.4,1290.0,-,-,0.0,1.00:0,1290.0,0.0,1.00:0,11.4,,,#DIV/0!,[],[]
1389,1389,,0.36,5.8,905.5152,5.59 - 5.74,1,647.1,905.5152,5.67,1290.0,-,-,0.0,1.00:0,1290.0,0.0,1.00:0,5.67,,,#DIV/0!,['Phosphatidylinositol (40:8)'],[]
1390,1390,,0.39,6.63,691.1333,3.90 - 3.97,1,644.3,691.1333,3.93,1290.0,-,-,0.0,1.00:0,1290.0,0.0,1.00:0,3.93,,,#DIV/0!,[],[]
1391,1391,,0.39,6.29,546.1337,3.82 - 3.90,1,647.1,546.1337,3.85,1290.0,-,-,0.0,1.00:0,1290.0,0.0,1.00:0,3.85,,,#DIV/0!,[],[]
1392,1392,,0.36,5.71,956.0736,6.67 - 6.86,1,638.4,956.0736,6.75,1280.0,-,-,0.0,1.00:0,1280.0,0.0,1.00:0,6.75,,,#DIV/0!,[],[]
1393,1393,,0.37,6.26,598.288,1.94 - 2.11,1,633.3,598.288,2.06,1270.0,-,-,0.0,1.00:0,1270.0,0.0,1.00:0,2.06,,,#DIV/0!,['Phosphatidylserine (23:5)'],[]
1394,1394,,0.34,5.41,1407.715,20.16 - 20.22,1,628.9,1407.715,20.19,1260.0,-,-,0.0,1.00:0,1260.0,0.0,1.00:0,20.19,,,#DIV/0!,[],[]
1395,1395,,0.37,6.15,980.5054,6.81 - 6.88,1,630.4,980.5054,6.85,1260.0,-,-,0.0,1.00:0,1260.0,0.0,1.00:0,6.85,,,#DIV/0!,[],[]
1396,1396,,0.39,6.72,533.1156,2.46 - 2.64,1,628.3,533.1156,2.51,1260.0,-,-,0.0,1.00:0,1260.0,0.0,1.00:0,2.51,,,#DIV/0!,[],[]
1397,1397,,0.37,5.79,924.7538,17.51 - 17.76,1,624.3,924.7538,17.59,1250.0,-,-,0.0,1.00:0,1250.0,0.0,1.00:0,17.59,,,#DIV/0!,[],[]
1398,1398,,0.35,5.65,849.5452,3.71 - 3.98,1,624.1,849.5452,3.86,1250.0,-,-,0.0,1.00:0,1250.0,0.0,1.00:0,3.86,,,#DIV/0!,['Phosphatidate (48:11)' 'Phosphatidylinositol (35:1)'],[]
1399,1399,,0.37,6.04,793.1664,3.62 - 3.82,1,625.7,793.1664,3.7,1250.0,-,-,0.0,1.00:0,1250.0,0.0,1.00:0,3.7,,,#DIV/0!,[],[]
1400,1400,,0.34,5.29,1454.0061,16.50 - 16.59,1,621.1,1454.0061,16.52,1240.0,-,-,0.0,1.00:0,1240.0,0.0,1.00:0,16.52,,,#DIV/0!,[],[]
1401,1401,,0.35,5.69,1397.9473,15.91 - 15.98,1,617.6,1397.9473,15.94,1240.0,-,-,0.0,1.00:0,1240.0,0.0,1.00:0,15.94,,,#DIV/0!,[],[]
1402,1402,,0.34,5.4,1027.1594,13.17 - 13.30,1,621.6,1027.1594,13.2,1240.0,-,-,0.0,1.00:0,1240.0,0.0,1.00:0,13.2,,,#DIV/0!,[],[]
1403,1403,,0.23,5.1,780.5387,11.70 - 11.84,1,620.1,780.5387,11.76,1240.0,-,-,0.0,1.00:0,1240.0,0.0,1.00:0,11.76,,,#DIV/0!,[],['Phosphatidylserine (O-33:0)']
1404,1404,,0.38,6.16,783.4988,6.58 - 6.72,1,618.6,783.4988,6.63,1240.0,-,-,0.0,1.00:0,1240.0,0.0,1.00:0,6.63,,,#DIV/0!,[],[]
1405,1405,,0.33,5.54,1219.1299,13.77 - 13.95,1,614.7,1219.1299,13.81,1230.0,-,-,0.0,1.00:0,1230.0,0.0,1.00:0,13.81,,,#DIV/0!,[],[]
1406,1406,,0.34,5.43,717.5071,11.43 - 11.68,1,608.2,717.5071,11.53,1220.0,-,-,0.0,1.00:0,1220.0,0.0,1.00:0,11.53,,,#DIV/0!,['Sphingomyelin (d36:7)'],['Phosphatidate (O-35:2)']
1407,1407,,0.35,5.72,667.1379,7.23 - 7.39,1,609.2,667.1379,7.32,1220.0,-,-,0.0,1.00:0,1220.0,0.0,1.00:0,7.32,,,#DIV/0!,[],[]
1408,1408,,0.3,5.28,427.0878,2.62 - 2.73,1,609.2,427.0878,2.68,1220.0,-,-,0.0,1.00:0,1220.0,0.0,1.00:0,2.68,,,#DIV/0!,[],[]
1409,1409,,0.32,5.77,1561.1199,15.07 - 15.18,1,604.8,1561.1199,15.12,1210.0,-,-,0.0,1.00:0,1210.0,0.0,1.00:0,15.12,,,#DIV/0!,[],[]
1410,1410,,0.37,5.69,890.6943,12.41 - 12.61,1,605.7,890.6943,12.54,1210.0,-,-,0.0,1.00:0,1210.0,0.0,1.00:0,12.54,,,#DIV/0!,['Phosphatidylcholine (O-45:5)' 'Phosphatidylethanolamine (O-48:5)'],['Phosphatidylcholine (40:0)' 'Phosphatidylethanolamine (43:0)']
1411,1411,,0.36,5.7,629.4892,11.37 - 11.75,1,607.2,629.4892,11.57,1210.0,-,-,0.0,1.00:0,1210.0,0.0,1.00:0,11.57,,,#DIV/0!,[],[]
1412,1412,,0.34,5.59,969.4899,6.50 - 6.63,1,603.2,969.4899,6.56,1210.0,-,-,0.0,1.00:0,1210.0,0.0,1.00:0,6.56,,,#DIV/0!,[],['Phosphatidylglycerophosphate (42:9)']
1413,1413,,0.4,7.09,598.1285,3.26 - 3.39,1,605.5,598.1285,3.29,1210.0,-,-,0.0,1.00:0,1210.0,0.0,1.00:0,3.29,,,#DIV/0!,[],[]
1414,1414,,0.38,6.26,509.1172,2.47 - 2.64,1,603.4,509.1172,2.51,1210.0,-,-,0.0,1.00:0,1210.0,0.0,1.00:0,2.51,,,#DIV/0!,[],[]
1415,1415,,0.3,5.28,1094.2358,10.83 - 10.98,1,601.5,1094.2358,10.91,1200.0,-,-,0.0,1.00:0,1200.0,0.0,1.00:0,10.91,,,#DIV/0!,[],[]
1416,1416,,0.36,5.8,617.3642,5.93 - 6.44,1,600.8,617.3642,6.05,1200.0,-,-,0.0,1.00:0,1200.0,0.0,1.00:0,6.05,,,#DIV/0!,[],[]
1417,1417,,0.31,5.5,867.1832,3.62 - 3.73,1,601.4,867.1832,3.67,1200.0,-,-,0.0,1.00:0,1200.0,0.0,1.00:0,3.67,,,#DIV/0!,[],[]
1418,1418,,0.32,5.67,407.8691,16.62 - 16.78,1,592.3,407.8691,16.7,1180.0,-,-,0.0,1.00:0,1180.0,0.0,1.00:0,16.7,,,#DIV/0!,[],[]
1419,1419,,0.35,5.62,1219.1331,13.58 - 13.70,1,588.9,1219.1331,13.63,1180.0,-,-,0.0,1.00:0,1180.0,0.0,1.00:0,13.63,,,#DIV/0!,[],[]
1420,1420,,0.36,5.74,1175.1736,12.92 - 13.06,1,589.9,1175.1736,12.98,1180.0,-,-,0.0,1.00:0,1180.0,0.0,1.00:0,12.98,,,#DIV/0!,[],[]
1421,1421,,0.32,5.59,1177.1842,12.62 - 13.01,1,591.6,1177.1842,12.68,1180.0,-,-,0.0,1.00:0,1180.0,0.0,1.00:0,12.68,,,#DIV/0!,[],[]
1422,1422,,0.24,5.01,1278.1005,12.31 - 12.51,1,583.7,1278.1005,12.37,1170.0,-,-,0.0,1.00:0,1170.0,0.0,1.00:0,12.37,,,#DIV/0!,[],[]
1423,1423,,0.35,5.65,629.5463,11.56 - 12.01,1,583.2,629.5463,11.65,1170.0,-,-,0.0,1.00:0,1170.0,0.0,1.00:0,11.65,,,#DIV/0!,['Monoalkylmonoacylglycerol (O-38:4)'],[]
1424,1424,,0.33,5.49,1210.439,10.49 - 10.62,1,585.4,1210.439,10.53,1170.0,-,-,0.0,1.00:0,1170.0,0.0,1.00:0,10.53,,,#DIV/0!,[],[]
1425,1425,,0.24,5.01,1020.5158,6.50 - 6.66,1,582.6,1020.5158,6.54,1170.0,-,-,0.0,1.00:0,1170.0,0.0,1.00:0,6.54,,,#DIV/0!,[],[]
1426,1426,,0.38,6.62,497.1569,4.22 - 4.65,1,583.8,497.1569,4.32,1170.0,-,-,0.0,1.00:0,1170.0,0.0,1.00:0,4.32,,,#DIV/0!,[],[]
1427,1427,,0.36,5.76,1529.926,16.02 - 16.10,1,579.9,1529.926,16.05,1160.0,-,-,0.0,1.00:0,1160.0,0.0,1.00:0,16.05,,,#DIV/0!,[],[]
1428,1428,,0.36,5.8,657.2772,2.47 - 2.57,1,580.2,657.2772,2.53,1160.0,-,-,0.0,1.00:0,1160.0,0.0,1.00:0,2.53,,,#DIV/0!,['Phosphatidylglycerophosphate (22:2)'],[]
1429,1429,,0.27,5.24,608.2535,6.12 - 6.30,1,574.1,608.2535,6.28,1150.0,-,-,0.0,1.00:0,1150.0,0.0,1.00:0,6.28,,,#DIV/0!,[],[]
1430,1430,,0.37,5.78,515.2982,3.81 - 3.90,1,574.3,515.2982,3.85,1150.0,-,-,0.0,1.00:0,1150.0,0.0,1.00:0,3.85,,,#DIV/0!,[],[]
1431,1431,,0.34,5.38,681.155,3.72 - 3.90,1,577.4,681.155,3.77,1150.0,-,-,0.0,1.00:0,1150.0,0.0,1.00:0,3.77,,,#DIV/0!,[],[]
1432,1432,,0.35,5.66,719.1471,3.33 - 3.68,1,576.5,719.1471,3.41,1150.0,-,-,0.0,1.00:0,1150.0,0.0,1.00:0,3.41,,,#DIV/0!,[],[]
1433,1433,,0.34,5.34,1157.1721,13.36 - 13.47,1,567.6,1157.1721,13.39,1140.0,-,-,0.0,1.00:0,1140.0,0.0,1.00:0,13.39,,,#DIV/0!,[],[]
1434,1434,,0.29,5.33,1180.7944,11.98 - 12.15,1,565.5,1180.7944,12.06,1130.0,-,-,0.0,1.00:0,1130.0,0.0,1.00:0,12.06,,,#DIV/0!,[],['Ganglioside Gb3 (d42:1)']
1435,1435,,0.3,5.34,720.3086,2.91 - 2.97,1,563.0,720.3086,2.93,1130.0,-,-,0.0,1.00:0,1130.0,0.0,1.00:0,2.93,,,#DIV/0!,[],[]
1436,1436,,0.27,5.2,782.5601,12.82 - 13.05,1,558.5,782.5601,12.93,1120.0,-,-,0.0,1.00:0,1120.0,0.0,1.00:0,12.93,,,#DIV/0!,[],[]
1437,1437,,0.36,5.76,924.6405,10.80 - 10.92,1,562.3,924.6405,10.86,1120.0,-,-,0.0,1.00:0,1120.0,0.0,1.00:0,10.86,,,#DIV/0!,['Phosphatidylethanolamine (50:9)'],['Phosphatidylserine (O-44:5)']
1438,1438,,0.37,6.08,793.865,17.89 - 18.03,1,553.3,793.865,17.94,1110.0,-,-,0.0,1.00:0,1110.0,0.0,1.00:0,17.94,,,#DIV/0!,[],[]
1439,1439,,0.38,5.94,1100.1787,11.52 - 11.76,1,553.3,1100.1787,11.56,1110.0,-,-,0.0,1.00:0,1110.0,0.0,1.00:0,11.56,,,#DIV/0!,[],[]
1440,1440,,0.28,5.19,1278.1008,12.07 - 12.23,1,551.2,1278.1008,12.16,1100.0,-,-,0.0,1.00:0,1100.0,0.0,1.00:0,12.16,,,#DIV/0!,[],[]
1441,1441,,0.26,5.16,1247.217,14.14 - 14.21,1,546.7,1247.217,14.18,1090.0,-,-,0.0,1.00:0,1090.0,0.0,1.00:0,14.18,,,#DIV/0!,[],[]
1442,1442,,0.37,6.17,867.1874,5.62 - 5.83,1,546.8,867.1874,5.79,1090.0,-,-,0.0,1.00:0,1090.0,0.0,1.00:0,5.79,,,#DIV/0!,[],[]
1443,1443,,0.35,5.56,682.3327,1.62 - 1.82,1,543.4,682.3327,1.78,1090.0,-,-,0.0,1.00:0,1090.0,0.0,1.00:0,1.78,,,#DIV/0!,[],[]
1444,1444,,0.33,5.5,1240.2751,12.95 - 13.07,1,540.4,1240.2751,13.01,1080.0,-,-,0.0,1.00:0,1080.0,0.0,1.00:0,13.01,,,#DIV/0!,[],[]
1445,1445,,0.37,5.8,497.1214,3.20 - 3.28,1,540.3,497.1214,3.23,1080.0,-,-,0.0,1.00:0,1080.0,0.0,1.00:0,3.23,,,#DIV/0!,[],[]
1446,1446,,0.36,5.52,750.6964,15.79 - 15.89,1,534.1,750.6964,15.86,1070.0,-,-,0.0,1.00:0,1070.0,0.0,1.00:0,15.86,,,#DIV/0!,[],['Ceramide (d46:1)']
1447,1447,,0.34,5.37,676.5862,11.33 - 11.70,1,536.0,676.5862,11.53,1070.0,-,-,0.0,1.00:0,1070.0,0.0,1.00:0,11.53,,,#DIV/0!,[],[]
1448,1448,,0.33,5.41,832.1891,5.69 - 5.81,1,533.1,832.1891,5.75,1070.0,-,-,0.0,1.00:0,1070.0,0.0,1.00:0,5.75,,,#DIV/0!,[],[]
1449,1449,,0.33,5.46,1488.35,15.13 - 15.20,1,528.9,1488.35,15.16,1060.0,-,-,0.0,1.00:0,1060.0,0.0,1.00:0,15.16,,,#DIV/0!,[],[]
1450,1450,,0.3,5.3,616.3688,6.33 - 6.45,1,528.4,616.3688,6.38,1060.0,-,-,0.0,1.00:0,1060.0,0.0,1.00:0,6.38,,,#DIV/0!,[],['Lysophosphatidylcholine (22:4)']
1451,1451,,0.37,6.07,808.0359,4.33 - 4.52,1,529.4,808.0359,4.4,1060.0,-,-,0.0,1.00:0,1060.0,0.0,1.00:0,4.4,,,#DIV/0!,[],[]
1452,1452,,0.26,5.1,987.7948,19.24 - 19.34,1,522.8,987.7948,19.25,1050.0,-,-,0.0,1.00:0,1050.0,0.0,1.00:0,19.25,,,#DIV/0!,"['Phosphatidylglycerol (51:0)' 'Sphingomyelin (t54:6)'
 'Bismonoacylglycerolphosphate (51:0)']",['Monoalkyldiacylglycerol (O-60:9)']
1453,1453,,0.34,5.62,814.7838,18.76 - 18.92,1,523.2,814.7838,18.83,1050.0,-,-,0.0,1.00:0,1050.0,0.0,1.00:0,18.83,,,#DIV/0!,[],[]
1454,1454,,0.35,5.63,1189.7615,12.80 - 12.98,1,525.5,1189.7615,12.93,1050.0,-,-,0.0,1.00:0,1050.0,0.0,1.00:0,12.93,,,#DIV/0!,['Phosphatidylinositol monophosphate (54:4)'],['Ganglioside GA2 (d40:3)']
1455,1455,,0.26,5.06,1218.1276,11.89 - 12.01,1,523.4,1218.1276,11.96,1050.0,-,-,0.0,1.00:0,1050.0,0.0,1.00:0,11.96,,,#DIV/0!,['Triacylglycerol (78:4)'],[]
1456,1456,,0.3,5.28,997.5033,7.02 - 7.13,1,526.4,997.5033,7.07,1050.0,-,-,0.0,1.00:0,1050.0,0.0,1.00:0,7.07,,,#DIV/0!,[],['Phosphatidylinositol monophosphate (37:4)']
1457,1457,,0.33,5.53,883.0558,5.39 - 5.66,1,523.7,883.0558,5.5,1050.0,-,-,0.0,1.00:0,1050.0,0.0,1.00:0,5.5,,,#DIV/0!,[],[]
1458,1458,,0.37,5.67,472.1178,4.58 - 4.73,1,524.2,472.1178,4.62,1050.0,-,-,0.0,1.00:0,1050.0,0.0,1.00:0,4.62,,,#DIV/0!,[],[]
1459,1459,,0.32,5.7,458.2577,3.56 - 3.74,1,523.6,458.2577,3.67,1050.0,-,-,0.0,1.00:0,1050.0,0.0,1.00:0,3.67,,,#DIV/0!,[],[]
1460,1460,,0.38,6.05,692.4479,3.33 - 3.43,1,524.6,692.4479,3.39,1050.0,-,-,0.0,1.00:0,1050.0,0.0,1.00:0,3.39,,,#DIV/0!,['Phosphatidylserine (29:0)'],['Phosphatidylcholine (26:1)' 'Phosphatidylethanolamine (29:1)']
1461,1461,,0.29,5.39,1535.6489,20.17 - 20.24,1,518.9,1535.6489,20.21,1040.0,-,-,0.0,1.00:0,1040.0,0.0,1.00:0,20.21,,,#DIV/0!,[],[]
1462,1462,,0.37,5.95,666.6399,15.10 - 15.29,1,521.5,666.6399,15.21,1040.0,-,-,0.0,1.00:0,1040.0,0.0,1.00:0,15.21,,,#DIV/0!,['Ceramide (t42:0)'],[]
1463,1463,,0.34,5.58,662.6411,14.71 - 14.97,1,518.2,662.6411,14.76,1040.0,-,-,0.0,1.00:0,1040.0,0.0,1.00:0,14.76,,,#DIV/0!,['Ceramide (d43:1)'],[]
1464,1464,,0.27,5.17,1540.1262,10.31 - 10.45,1,518.1,1540.1262,10.39,1040.0,-,-,0.0,1.00:0,1040.0,0.0,1.00:0,10.39,,,#DIV/0!,[],[]
1465,1465,,0.22,5.19,942.5007,6.56 - 6.69,1,521.6,942.5007,6.6,1040.0,-,-,0.0,1.00:0,1040.0,0.0,1.00:0,6.6,,,#DIV/0!,[],[]
1466,1466,,0.34,5.41,493.0688,2.57 - 2.77,1,519.4,493.0688,2.59,1040.0,-,-,0.0,1.00:0,1040.0,0.0,1.00:0,2.59,,,#DIV/0!,[],[]
1467,1467,,0.35,5.66,1486.3506,15.11 - 15.18,1,515.2,1486.3506,15.15,1030.0,-,-,0.0,1.00:0,1030.0,0.0,1.00:0,15.15,,,#DIV/0!,[],[]
1468,1468,,0.3,5.28,1322.2115,14.93 - 15.08,1,513.3,1322.2115,15.04,1030.0,-,-,0.0,1.00:0,1030.0,0.0,1.00:0,15.04,,,#DIV/0!,[],['Triacylglycerol (82:3)']
1469,1469,,0.34,5.53,1284.1902,14.50 - 14.59,1,517.2,1284.1902,14.55,1030.0,-,-,0.0,1.00:0,1030.0,0.0,1.00:0,14.55,,,#DIV/0!,[],[]
1470,1470,,0.27,5.17,1085.1301,12.19 - 12.36,1,512.8,1085.1301,12.29,1030.0,-,-,0.0,1.00:0,1030.0,0.0,1.00:0,12.29,,,#DIV/0!,[],[]
1471,1471,,0.35,5.63,1175.1682,11.71 - 11.82,1,508.0,1175.1682,11.77,1020.0,-,-,0.0,1.00:0,1020.0,0.0,1.00:0,11.77,,,#DIV/0!,[],[]
1472,1472,,0.35,5.62,1200.2848,11.57 - 11.67,1,510.0,1200.2848,11.61,1020.0,-,-,0.0,1.00:0,1020.0,0.0,1.00:0,11.61,,,#DIV/0!,[],[]
1473,1473,,0.34,5.47,870.5312,6.27 - 6.42,1,511.9,870.5312,6.34,1020.0,-,-,0.0,1.00:0,1020.0,0.0,1.00:0,6.34,,,#DIV/0!,[],['Phosphatidylcholine (40:10)']
1474,1474,,0.26,5.14,1019.2179,6.21 - 6.32,1,507.5,1019.2179,6.24,1020.0,-,-,0.0,1.00:0,1020.0,0.0,1.00:0,6.24,,,#DIV/0!,[],[]
1475,1475,,0.37,6.02,800.8044,18.60 - 18.76,1,506.2,800.8044,18.63,1010.0,-,-,0.0,1.00:0,1010.0,0.0,1.00:0,18.63,,,#DIV/0!,[],[]
1476,1476,,0.72,6.61,680.6184,13.45 - 14.27,1,320000.0,680.6185,13.98,632000.0,680.6182,14.04,12200.0,51.94:1.00,632000.0,12200.0,51.94:1.00,14.01,,,51.80327869,[],['Ceramide (d41:1)']
1477,1477,,0.7,6.42,694.6336,14.09 - 14.75,1,400000.0,694.6334,14.51,788000.0,694.6338,14.55,16300.0,48.40:1.00,788000.0,16300.0,48.40:1.00,14.53,,,48.34355828,[],['Ceramide (d42:1)']
1478,1478,,0.51,5.79,732.175,4.43 - 4.81,1,6000.0,732.174,4.71,10600.0,732.176,4.71,1360.0,7.83:1.00,10600.0,1360.0,7.83:1.00,4.71,,,7.794117647,[],[]
1479,1479,,0.33,3.63,732.8114,15.99 - 16.55,1,1200.0,732.8124,16.42,2180.0,732.8105,16.05,283.0,7.70:1.00,2180.0,283.0,7.70:1.00,16.23,,,7.703180212,[],[]
1480,1480,,0.38,4.05,392.8768,15.81 - 19.57,1,13000.0,392.877,16.29,22200.0,392.8766,16.76,2960.0,7.49:1.00,22200.0,2960.0,7.49:1.00,16.52,,,7.5,[],[]
1481,1481,,0.44,4.73,337.1823,15.28 - 16.69,1,1200.0,337.1827,15.46,2070.0,337.1819,16.66,293.0,7.07:1.00,2070.0,293.0,7.07:1.00,16.06,,,7.064846416,[],[]
1482,1482,,0.61,4.67,484.8804,17.15 - 20.11,1,15000.0,484.8805,17.3,26700.0,484.8803,17.85,3980.0,6.70:1.00,26700.0,3980.0,6.70:1.00,17.57,,,6.708542714,[],[]
1483,1483,,0.4,4.27,596.0089,2.23 - 2.74,1,4200.0,596.0078,2.51,7330.0,596.0099,2.6,1120.0,6.53:1.00,7330.0,1120.0,6.53:1.00,2.55,,,6.544642857,[],[]
1484,1484,,0.53,5.55,762.85,12.91 - 16.72,1,14000.0,762.8503,15.96,24700.0,762.8496,15.33,3810.0,6.49:1.00,24700.0,3810.0,6.49:1.00,15.65,,,6.482939633,[],[]
