LTP	lipid	lipid chains	LTP volume	lipid volume	 lipid SMILES	interaction type	screen
PITPNB	PG(37:2)	Phosphatidylglycerol (37:2) => (18:1/19:1)	4099	702.2100000000007	[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCCC)=O)(=O)O	new	in vitro
PITPNB	PG(37:2)	Phosphatidylglycerol (37:2) => (19:1/18:1)	4099	702.2100000000007	[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O)(=O)O	new	in vitro
PITPNB	PG/BMP(33:2)	"Bismonoacylglycerolphosphate (33:2);Phosphatidylglycerol (33:2) => (17:1/16:1)"	4099	647.5700000000004	[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCC)=O)(=O)O	new	in vitro
PITPNB	PI(38:4)	Phosphatidylinositol (38:4) => (18:0/20:4)	4099	780.3000000000013	[C@]([H])(OC(CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O)(COP(=O)(O)O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O)COC(CCCCCCCCCCCCCCCCC)=O	known	in vitro
PITPNC1	PA(30:1)	Phosphatidate (30:1) => (14:0/16:1)	3519	547.0300000000003	[C@](COP(=O)(O)O)([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCC)=O	known	in vitro
PITPNC1	PA(32:1)	Phosphatidate (32:1) => (16:1/16:0)	3519	574.3500000000001	[C@](COP(=O)(O)O)([H])(OC(CCCCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCC)=O	known	in vitro
PITPNC1	PA(32:1)	Phosphatidate (32:1)  => (16:0/16:1)	3519	574.3500000000001	[C@](COP(=O)(O)O)([H])(OC(CCCCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCC)=O	known	in vitro
PITPNC1	PA(32:2)	Phosphatidate (32:2) => (16:1/16:1)	3519	575.3500000000003	[C@](COP(=O)(O)O)([H])(OC(CCCCCCC/C=C\CCCCCC)=O)COC(CCCCCCC/C=C\CCCCCC)=O	known	in vitro
PITPNC1	PA(33:1)	Phosphatidate (33:1) => (17:1/16:0)	3519	588.0100000000002	[C@](COP(=O)(O)O)([H])(OC(CCCCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCC)=O	known	in vitro
PITPNC1	PA(34:1)	Phosphatidate (34:1) => (16:0/18:1)	3519	601.6700000000003	[C@](COP(=O)(O)O)([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCCCCCCCCCC)=O	known	in vitro
PITPNC1	PA(34:2)	Phosphatidate (34:2) => (16:1/18:1)	3519	602.6700000000002	[C@](COP(=O)(O)O)([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCC)=O	known	in vitro
PITPNC1	PA(34:2)	Phosphatidate (34:2) => (18:1/16:1)	3519	602.6700000000002	[C@](COP(=O)(O)O)([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCC)=O	known	in vitro
PITPNC1	PA(35:1)	Phosphatidate (35:1) => (16:0/19:1)	3519	615.3300000000004	[C@](COP(=O)(O)O)([H])(OC(CCCCCCC/C=C\CCCCCCCCC)=O)COC(CCCCCCCCCCCCCCC)=O	known	in vitro
PITPNC1	PA(35:2)	Phosphatidate (35:2) => (18:1/17:1)	3519	616.3300000000003	[C@](COP(=O)(O)O)([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCC)=O	known	in vitro
PITPNC1	PA(36:2)	Phosphatidate (36:2) => (18:1/18:1)	3519	629.9900000000004	[C@](COP(=O)(O)O)([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O	known	in vitro
PITPNC1	PA(37:2)	Phosphatidate (37:2) => (18:1/19:1)	3519	643.6500000000004	[C@](COP(=O)(O)O)([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCCC)=O	known	in vitro
PITPNC1	PI(38:4)	Phosphatidylinositol (38:4)  => (18:0/20:4)	3519	780.3000000000013	[C@]([H])(OC(CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O)(COP(=O)(O)O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O)COC(CCCCCCCCCCCCCCCCC)=O	known	in vitro
PMP2	FA(16:1)	hexadecenoate => (16:1)	1575	243.05999999999995	C(=C/CCCCCCCC)/CCCCCC(=O)O	known	in vitro
PMP2	FA(17:1)	heptadecenoate  => (17:1)	1575	256.7199999999999	C(CCCCCCCC/C=C/CCCCCC)(=O)O	known	in vitro
PMP2	FA(18:1)	octadecenoate => (18:1)	1575	270.3799999999999	C(CCCCCCCCCCC/C=C/CCCC)(=O)O	known	in vitro
PMP2	FA(18:2)	octadecadienoate => (18:1)	1575	271.37999999999994	C(CCCC/C=C/CCCC/C=C/CCCCC)(=O)O	known	in vitro
PMP2	FA(19:1)	nonadecenoate => (19:1)	1575	284.03999999999985	C(CCCCCCCC/C=C/CCCCCCCC)(=O)O	known	in vitro
PMP2	FA(20:3)	eicosatrienoate => (20:3)	1575	299.6999999999997	C(CCCCC/C=C/C/C=C/C/C=C/CCCCCC)(=O)O	known	in vitro
PMP2	FA(20:4)	eicosatetraenoate => (20:4)	1575	300.6999999999998	C(O)(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC	known	in vitro
PMP2	FA(20:5)	eicosapentaenoate => (20:5)	1575	301.6999999999999	C(CCC/C=C\C/C=C\C/C=C/C/C=C\C/C=C/CC)(=O)O	known	in vitro
PMP2	FA(22:5)	docosapentaenoate => (22:5)	1575	329.0199999999997	C(CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCC)(=O)O	known	in vitro
RBP1	VA	Retinol	1298	286.98999999999984	CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/CO)/C)/C	known	in cellulo
RBP4	VA	Retinol	1071	286.98999999999984	CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/CO)/C)/C	known	in cellulo
RBP5	FA(16:1)	hexadecenoate => (16:1)	1548	243.05999999999995	C(=C/CCCCCCCC)/CCCCCC(=O)O	new	in vitro
RLBP1	CL(64:2)	Cardiolipin (64:2) => (16:1/16:0//16:1/16:0)	2195	1249.1900000000035	P(OC[C@]([H])(OC(CCCCCCC/C=C\C/C=C\CCCCC)=O)COC(CCCCCCCCCCCCCCC)=O)(O)(OC[C@](O)([H])COP(OC[C@]([H])(OC(=O)CCCCCCC/C=C\CCCCCCCC)COC(=O)CCCCCCCCCCCCCCC)(O)=O)=O	new	in vitro
RLBP1	CL(66:2)	Cardiolipin (66:2) => (16:0/16:1//16:0/18:1)	2195	1220.8700000000033	P(OC[C@]([H])(OC(CCCCCCC/C=C\C/C=C\CCCCC)=O)COC(CCCCCCCCCCCCCCC)=O)(O)(OC[C@](O)([H])COP(OC[C@]([H])(OC(=O)CCCCCCCCCCCCCCC)COC(=O)CCCCCCCCCCCCCCC)(O)=O)=O	new	in vitro
RLBP1	CL(66:3)	Cardiolipin (66:3) => (16:1/16:0//16:1/18:1)	2195	1249.1900000000035	P(OC[C@]([H])(OC(CCCCCCC/C=C\C/C=C\CCCCC)=O)COC(CCCCCCCCCCCCCCC)=O)(O)(OC[C@](O)([H])COP(OC[C@]([H])(OC(=O)CCCCCCC/C=C\CCCCCCCC)COC(=O)CCCCCCCCCCCCCCC)(O)=O)=O	new	in vitro
RLBP1	CL(67:2)	Cardiolipin (67:2) =>  (16:0/17:1//16:0/18:1)	2195	1249.1900000000035	P(OC[C@]([H])(OC(CCCCCCC/C=C\C/C=C\CCCCC)=O)COC(CCCCCCCCCCCCCCC)=O)(O)(OC[C@](O)([H])COP(OC[C@]([H])(OC(=O)CCCCCCC/C=C\CCCCCCCC)COC(=O)CCCCCCCCCCCCCCC)(O)=O)=O	new	in vitro
RLBP1	CL(67:3)	Cardiolipin (67:3) => (32:1/35:2)	2195	1249.1900000000035	P(OC[C@]([H])(OC(CCCCCCC/C=C\C/C=C\CCCCC)=O)COC(CCCCCCCCCCCCCCC)=O)(O)(OC[C@](O)([H])COP(OC[C@]([H])(OC(=O)CCCCCCC/C=C\CCCCCCCC)COC(=O)CCCCCCCCCCCCCCC)(O)=O)=O	new	in vitro
RLBP1	CL(68:3)	Cardiolipin (68:3) => (16:0/16:1//18:1/18:1)	2195	1249.1900000000035	P(OC[C@]([H])(OC(CCCCCCC/C=C\C/C=C\CCCCC)=O)COC(CCCCCCCCCCCCCCC)=O)(O)(OC[C@](O)([H])COP(OC[C@]([H])(OC(=O)CCCCCCC/C=C\CCCCCCCC)COC(=O)CCCCCCCCCCCCCCC)(O)=O)=O	new	in vitro
RLBP1	CL(68:4)	Cardiolipin (68:4) => (16:1/18:1//16:1/18:1)	2195	1250.1900000000032	P(OC[C@]([H])(OC(CCCCCCC/C=C\C/C=C\CCCCC)=O)COC(CCCCCCCCCCCCCCC)=O)(O)(OC[C@](O)([H])COP(OC[C@]([H])(OC(=O)CCCCCCCCCCCCCCC)COC(=O)CCCCCCC/C=C\C/C=C\CCCCC)(O)=O)=O	new	in vitro
RLBP1	CL(69:3)	Cardiolipin (69:3) => (33:1/36:2)	2195	1249.1900000000035	P(OC[C@]([H])(OC(CCCCCCC/C=C\C/C=C\CCCCC)=O)COC(CCCCCCCCCCCCCCC)=O)(O)(OC[C@](O)([H])COP(OC[C@]([H])(OC(=O)CCCCCCC/C=C\CCCCCCCC)COC(=O)CCCCCCCCCCCCCCC)(O)=O)=O	new	in vitro
RLBP1	CL(70:3)	Cardiolipin (70:3) => (18:1/16:0//18:1/18:1)	2195	1276.5100000000034	P(OC[C@]([H])(OC(CCCCCCC/C=C\C/C=C\CCCCC)=O)COC(CCCCCCCCCCCCCCCCC)=O)(O)(OC[C@](O)([H])COP(OC[C@]([H])(OC(=O)CCCCCCC/C=C\CCCCCCCC)COC(=O)CCCCCCCCCCCCCCC)(O)=O)=O	new	in vitro
RLBP1	CL(70:4)	Cardiolipin (70:4) => (18:1/16:1//18:1/18:1)	2195	1277.510000000003	P(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCCCCCCCCCC)=O)(O)(OC[C@](O)([H])COP(OC[C@]([H])(OC(=O)CCCCCCC/C=C\CCCCCCCC)COC(=O)CCCCCCC/C=C\C/C=C\CCCCC)(O)=O)=O	new	in vitro
RLBP1	FA(18:1)	octadecenoate => (18:1)	2195	270.3799999999999	C(CCCCCCCCCCC/C=C/CCCC)(=O)O	new	in vitro
RLBP1	PA(30:1)	Phosphatidate (30:1) => (14:0/16:1)	2195	547.0300000000003	[C@](COP(=O)(O)O)([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCC)=O	new	in vitro
RLBP1	PA(32:1)	Phosphatidate (32:1) => (16:0/16:1)	2195	574.3500000000001	[C@](COP(=O)(O)O)([H])(OC(CCCCCCC/C=C\CCCCCC)=O)COC(CCCCCCCCCCCCCCC)=O	new	in vitro
RLBP1	PA(32:2)	Phosphatidate (32:2) => (16:1/16:1)	2195	575.3500000000003	[C@](COP(=O)(O)O)([H])(OC(CCCCCCC/C=C\CCCCCC)=O)COC(CCCCCCC/C=C\CCCCCC)=O	new	in vitro
RLBP1	PA(33:2)	Phosphatidate (33:2) => (16:1/17:1)	2195	589.0100000000001	[C@](COP(=O)(O)O)([H])(OC(CCCCCCC/C=C\CCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCC)=O	new	in vitro
RLBP1	PA(34:1)	Phosphatidate (34:1) => (16:0/18:1)	2195	601.6700000000003	[C@](COP(=O)(O)O)([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCCCCCCCCCC)=O	new	in vitro
RLBP1	PA(34:2)	Phosphatidate (34:2) => (18:1/16:1)	2195	602.6700000000002	[C@](COP(=O)(O)O)([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCC)=O	new	in vitro
RLBP1	PA(35:2)	Phosphatidate (35:2) => (18:1/17:1)	2195	616.3300000000003	[C@](COP(=O)(O)O)([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCC)=O	new	in vitro
RLBP1	PA(36:2)	Phosphatidate (36:2) => (18:1/18:1)	2195	629.9900000000004	[C@](COP(=O)(O)O)([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O	new	in vitro
RLBP1	PC(34:1)	Phosphatidylcholine (34:1)	2195	679.1500000000002	[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCC)=O	new	in vitro
RLBP1	PC(36:2)	Phosphatidylcholine (36:2) => (18:1/18:1)	2195	707.4700000000005	[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCCCC/C=C\CCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O	new	in vitro
RLBP1	PC(38:3)	Phosphatidylcholine (38:3)	2195	735.7900000000006	[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCCCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\C/C=C\C/C=C\CC)=O	new	in vitro
RLBP1	PE(28:0)	Phosphatidylethanolamine (28:0) => (14:0/14:0)	2195	555.2099999999999	[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O	new	in vitro
RLBP1	PE(28:1)	Phosphatidylethanolamine (28:1) => (12:0/16:1)	2195	556.21	[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCC/C=C\CCCCCC)=O)COC(CCCCCCCCCCC)=O	new	in vitro
RLBP1	PE(28:1)	Phosphatidylethanolamine (28:1) => (16:1/12:0)	2195	556.21	[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCC/C=C\CCCCCC)=O)COC(CCCCCCCCCCC)=O	new	in vitro
RLBP1	PE(30:0)	Phosphatidylethanolamine (30:0) => (14:0/16:0)	2195	582.5300000000001	[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCCCC)=O	new	in vitro
RLBP1	PE(30:1)	Phosphatidylethanolamine (30:1) => (14:0/16:1)	2195	583.53	[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCC)=O	new	in vitro
RLBP1	PE(30:1)	Phosphatidylethanolamine (30:1) => (16:1/14:0)	2195	583.53	[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCC)=O	new	in vitro
RLBP1	PE(30:2)	Phosphatidylethanolamine (30:2) => (16:1/14:1)	2195	584.53	[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCC/C=C\CCCC)=O)COC(CCCCCCC/C=C\CCCCCC)=O	new	in vitro
RLBP1	PE(30:2)	Phosphatidylethanolamine (30:2) => (14:1/16:1)	2195	584.53	[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCC/C=C\CCCC)=O)COC(CCCCCCC/C=C\CCCCCC)=O	new	in vitro
RLBP1	PE(31:1)	Phosphatidylethanolamine (31:1) => (14:0/17:1)	2195	597.1900000000003	[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCC/C=C\CCCCCCC)=O)COC(CCCCCCCCCCCCC)=O	new	in vitro
RLBP1	PE(31:1)	Phosphatidylethanolamine (31:1) => (17:1/14:0)	2195	597.1900000000003	[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCC/C=C\CCCCCCC)=O)COC(CCCCCCCCCCCCC)=O	new	in vitro
RLBP1	PE(32:0)	Phosphatidylethanolamine (32:0) => (16:0/16:0)	2195	609.8500000000003	[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCCCC)=O	new	in vitro
RLBP1	PE(32:2)	Phosphatidylethanolamine (32:2) => (16:1/16:1)	2195	611.8500000000001	[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCCCC/C=C\CCCC)=O)COC(CCCCCCCCC/C=C\CCCC)=O	new	in vitro
RLBP1	PE(33:1)	Phosphatidylethanolamine (33:1) => (16:0/17:1)	2195	624.5100000000002	[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCC)=O	new	in vitro
RLBP1	PE(33:1)	Phosphatidylethanolamine (33:1) => (17:1/16:0)	2195	624.5100000000002	[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCC)=O	new	in vitro
RLBP1	PE(33:2)	Phosphatidylethanolamine (33:2) => (16:1/17:1)	2195	625.5100000000002	[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCC/C=C\CCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCC)=O	new	in vitro
RLBP1	PE(34:1)	Phosphatidylethanolamine (34:1) => (16:0/18:1)	2195	638.1700000000004	[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCCCCCCCCCC)=O	new	in vitro
RLBP1	PE(34:1)	Phosphatidylethanolamine (34:1) => (18:1/16:0)	2195	638.1700000000002	[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O	new	in vitro
RLBP1	PE(34:2)	Phosphatidylethanolamine (34:2) => (16:1/18:1)	2195	639.1700000000003	[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCC)=O	new	in vitro
RLBP1	PE(35:1)	Phosphatidylethanolamine (35:1) => (16:0/19:1)	2195	651.8300000000003	[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCCC)=O	new	in vitro
RLBP1	PE(35:1)	Phosphatidylethanolamine (35:1) => (19:1/16:0)	2195	651.8300000000003	[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCCC)=O	new	in vitro
RLBP1	PE(35:2)	Phosphatidylethanolamine (35:2) => (18:1/17:1)	2195	652.8300000000004	[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCC)=O	new	in vitro
RLBP1	PE(35:2)	Phosphatidylethanolamine (35:2) => (17:1/18:1)	2195	652.8300000000004	[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCC)=O	new	in vitro
RLBP1	PE(36:1)	Phosphatidylethanolamine (36:1)	2195	665.4900000000004	[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCC/C=C\CCCCCCCCCC)=O	new	in vitro
RLBP1	PE(36:2)	Phosphatidylethanolamine (36:2) => (18:1/18:1)	2195	666.4900000000005	[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O	new	in vitro
RLBP1	PE(37:2)	Phosphatidylethanolamine (37:2) => (18:1/19:1)	2195	680.1500000000005	[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCC/C=C\CCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O	new	in vitro
RLBP1	PE(37:2)	Phosphatidylethanolamine (37:2) => (19:1/18:1)	2195	680.1500000000005	[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCC/C=C\CCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O	new	in vitro
RLBP1	PE(38:2)	Phosphatidylethanolamine (38:2) => (20:1/18:1)	2195	693.8100000000006	[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O	new	in vitro
RLBP1	PG(28:0)	Phosphatidylglycerol (28:0) => (14:0/14:0)	2195	577.2700000000001	[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCCCC)=O)COC(CCCCCCCCCCCCCCC)=O)(=O)O	new	in vitro
RLBP1	PG(28:1)	Phosphatidylglycerol (28:1) => (12:0/16:1)	2195	578.2700000000002	[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCC)=O)(=O)O	new	in vitro
RLBP1	PG(28:1)	Phosphatidylglycerol (28:1) => (16:1/12:0)	2195	578.2700000000002	[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCC)=O)(=O)O	new	in vitro
RLBP1	PG(30:0)	Phosphatidylglycerol (30:0) => (14:0/16:0)	2195	604.5900000000003	[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)(=O)O	new	in vitro
RLBP1	PG(30:1)	Phosphatidylglycerol (30:1) => (14:0/16:1)	2195	605.5900000000001	[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCC)=O)(=O)O	new	in vitro
RLBP1	PG(30:2)	Phosphatidylglycerol (30:2) => (16:1/14:1)	2195	606.5900000000001	[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCC)=O)COC(CCCCCCC/C=C\CCCC)=O)(=O)O	new	in vitro
RLBP1	PG(31:1)	Phosphatidylglycerol (31:1) => (14:0/17:1)	2195	619.2500000000002	[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCC)=O)(=O)O	new	in vitro
RLBP1	PG(31:1)	Phosphatidylglycerol (31:1) => (17:1/14:0)	2195	619.2500000000002	[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCC)=O)(=O)O	new	in vitro
RLBP1	PG(32:1)	Phosphatidylglycerol (32:1) => (16:0/16:1)	2195	632.9100000000003	[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCC)=O)(=O)O	new	in vitro
RLBP1	PG(32:1)	Phosphatidylglycerol (32:1) => (16:1/16:0)	2195	632.9100000000003	[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCC)=O)(=O)O	new	in vitro
RLBP1	PG(32:2)	Phosphatidylglycerol (32:2) => (16:1/16:1)	2195	633.9100000000005	[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\C/C=C\CCCCC)=O)COC(CCCCCCCCCCCCC)=O)(=O)O	new	in vitro
RLBP1	PG(33:1)	Phosphatidylglycerol (33:1) => (16:0/17:1)	2195	646.5700000000003	[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCC)=O)(=O)O	new	in vitro
RLBP1	PG(33:1)	Phosphatidylglycerol (33:1) => (17:1/16:0)	2195	646.5700000000003	[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCC)=O)(=O)O	new	in vitro
RLBP1	PG(33:2)	Phosphatidylglycerol (33:2) => (16:1/17:1)	2195	647.5700000000004	[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCC)=O)(=O)O	new	in vitro
RLBP1	PG(34:1)	Phosphatidylglycerol (34:1) => (18:1/16:0)	2195	660.2300000000006	[C@]([H])(OC(CCCCCCCCC/C=C\CCCCCC)=O)(COP(=O)(O)OC[C@@]([H])(O)CO)COC(CCCCCCCCCCCCCCC)=O	new	in vitro
RLBP1	PG(34:2)	Phosphatidylglycerol (34:2) => (16:1/18:1)	2195	661.2300000000005	[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O)(=O)O	new	in vitro
RLBP1	PG(35:1)	Phosphatidylglycerol (35:1) => (16:0/19:1)	2195	673.8900000000007	[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCCC)=O)COC(CCCCCCCCCCCCCCC)=O)(=O)O	new	in vitro
RLBP1	PG(35:1)	Phosphatidylglycerol (35:1) => (19:1/16:0)	2195	673.8900000000007	[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCCC)=O)COC(CCCCCCCCCCCCCCC)=O)(=O)O	new	in vitro
RLBP1	PG(35:2)	Phosphatidylglycerol (35:2) => (18:1/17:1)	2195	674.8900000000006	[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCC)=O)(=O)O	new	in vitro
RLBP1	PG(35:2)	Phosphatidylglycerol (35:2) => (17:1/18:1)	2195	674.8900000000006	[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCC)=O)(=O)O	new	in vitro
RLBP1	PG(36:2)	Phosphatidylglycerol (36:2) => (18:1/18:1)	2195	688.5500000000006	[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCCCC/C=C\C/C=C\CCCCC)=O)COC(CCCCCCCCCCCCC)=O)(=O)O	new	in vitro
RLBP1	PG(36:3)	Phosphatidylglycerol (36:3) => (18:2/18:1)	2195	689.5500000000008	[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\C/C=C\CCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O)(=O)O	new	in vitro
RLBP1	PG(36:3)	Phosphatidylglycerol (36:3) => (18:1/18:2)	2195	689.5500000000008	[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\C/C=C\CCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O)(=O)O	new	in vitro
RLBP1	PG/BMP(34:3)	"Phosphatidylglycerol (34:3);Bismonoacylglycerolphosphate (34:3) => (16:1/18:2)"	2195	662.2300000000004	[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCC)=O)COC(CCCCCCC/C=C\C/C=C\CCCCC)=O)(=O)O	new	in vitro
RLBP1	PG/BMP(37:1)	"Bismonoacylglycerolphosphate (37:1);Phosphatidylglycerol (37:1) => (19:1/18:0)"	2195	701.2100000000006	[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCCC)=O)(=O)O	new	in vitro
