"LTPProtein	ProteinDomain	FullIdentityOfLipid	Lipid	Screen	Intensity	Adduct	TotalCarbonChainLength	TotalCarbonChainUnsaturations	IonMode	mz	MeanOfRetentionTime	MinimumOfRetentionTime	MaximumOfRetentionTime	LipidAmbiguity	LikelySubclass";;;;
"STARD11	START	[M+HCOO]-: Ceramide (d34:1) => (d18:1/16:0)	Cer(d34:1)	in cellulo	1200000	[M+HCOO]-	34	1	neg	582.5033	10.42	10.14	10.6	dCer	dCer";;;;
"STARD11	START	[M+HCOO]-: Ceramide (d32:1) => (d18:1/14:0)	Cer(d32:1)	in cellulo	130000	[M+HCOO]-	32	1	neg	554.4725	9.05	8.7	9.21	dCer	dCer";;;;
"CRABP2	lipocalin	[M-H]-: heptadecenoate => (17:1)	FA(17:1)	in vitro	49000	[M-H]-	17	1	neg	267.2327	3.54	2.81	3.66	FA	FA";;;;
"FABP1	lipocalin	[M+H]+: Lysophosphatidylethanolamine (17:1) => (17:1)	LPE(17:1)	in vitro	1900000	[M+H]+	17	1	pos	466.2935	1.95	0.15	2.12	Lyso-PE	LPE";;;;
"FABP1	lipocalin	[M+H]+: Lysophosphatidylethanolamine (18:1) => (18:1)	LPE(18:1)	in vitro	610000	[M+H]+	18	1	pos	480.3089	2.29	0.18	2.47	Lyso-PE	LPE";;;;
"FABP1	lipocalin	[M+H]+: Lysophosphatidylethanolamine (16:1) => (16:1)	LPE(16:1)	in vitro	520000	[M+H]+	16	1	pos	452.2771	1.43	0.84	1.61	Lyso-PE	LPE";;;;
"FABP1	lipocalin	[M+NH4]+: Phosphatidylglycerol (34:1) => (18:1/16:0)	PG(34:1)	in vitro	190000	[M+NH4]+	34	1	pos	766.5601	7.78	6.72	8.13	PG	PG";;;;
"FABP1	lipocalin	[M+NH4]+: Phosphatidylglycerol (36:2) => (18:1/18:1)	PG(36:2)	in vitro	180000	[M+NH4]+	36	2	pos	792.5752	7.95	6.99	8.48	PG	PG";;;;
"FABP1	lipocalin	[M+NH4]+: Phosphatidylglycerol (32:1) => (16:1/16:0)	PG(32:1)	in vitro	160000	[M+NH4]+	32	1	pos	738.5293	6.66	5.38	6.95	PG	PG";;;;
"FABP1	lipocalin	[M+NH4]+: Phosphatidylglycerol (34:2) => (18:1/16:1)	PG(34:2)	in vitro	130000	[M+NH4]+	34	2	pos	764.5445	6.77	5.56	7.21	PG	PG";;;;
"FABP1	lipocalin	[M+Na]+: Lysophosphatidylethanolamine (17:1)	LPE(17:1)	in vitro	120000	[M+Na]+	17	1	pos	488.275	1.95	1.06	2.11	Lyso-PE	LPE";;;;
"FABP1	lipocalin	[M+H]+: Lysophosphatidylcholine (18:1)";"Phosphatidylcholine (O-18:1)	PC(O-18:1)/LPC(18:1)	in vitro	100000	[M+H]+	18	1	pos	522.3565	2.23	1.27	2.6	PC-O";" Lyso-PC	LPC";;
"FABP1	lipocalin	[M+NH4]+: Phosphatidylglycerol (33:1) => (16:0/17:1)	PG(33:1)	in vitro	100000	[M+NH4]+	33	1	pos	752.5443	7.41	6.32	7.66	PG	PG";;;;
"FABP1	lipocalin	[M+NH4]+: Phosphatidylglycerol (35:2) => (18:1/17:1)	PG(35:2)	in vitro	74000	[M+NH4]+	35	2	pos	778.56	7.53	6.5	7.83	PG	PG";;;;
"FABP1	lipocalin	[M+H]+: Phosphatidylethanolamine (32:2) => (16:1/16:1)	PE(32:2)	in vitro	63000	[M+H]+	32	2	pos	688.4926	6.57	6	6.99	PE	PE";;;;
"FABP1	lipocalin	[M+H]+: Phosphatidylethanolamine (33:2)	PE(33:2)	in vitro	63000	[M+H]+	33	2	pos	702.5076	7.37	6.85	7.65	PE	PE";;;;
"FABP1	lipocalin	[M+H]+: Phosphatidylethanolamine (30:1) => (14:0/16:1)	PE(30:1)	in vitro	32000	[M+H]+	30	1	pos	662.4767	6.36	5.83	6.68	PE	PE";;;;
"FABP1	lipocalin	[M+H]+: Lysophosphatidylglycerol (18:1)	LPG(18:1)	in vitro	32000	[M+H]+	18	1	pos	511.3037	2	1.44	2.16	Lyso-PG	LPG";;;;
"FABP1	lipocalin	[M+Na]+: Lysophosphatidylethanolamine (16:1)	LPE(16:1)	in vitro	31000	[M+Na]+	16	1	pos	474.2591	1.44	0.76	1.57	Lyso-PE	LPE";;;;
"FABP1	lipocalin	[M+H]+: Lysophosphatidylglycerol (16:1) => (16:1)	LPG(16:1)	in vitro	17000	[M+H]+	16	1	pos	483.2714	1.19	0.54	1.32	Lyso-PG	LPG";;;;
"FABP1	lipocalin	[M-H]-: octadecenoate => (18:1)	FA(18:1)	in vitro	13000000	[M-H]-	18	1	neg	281.248	3.77	0.44	8.78	FA	FA";;;;
"FABP1	lipocalin	[M-H]-: hexadecenoate => (16:1)	FA(16:1)	in vitro	3200000	[M-H]-	16	1	neg	253.2169	3.02	0.17	8.01	FA	FA";;;;
"FABP1	lipocalin	[M-H]-: heptadecenoate => (17:1)	FA(17:1)	in vitro	3100000	[M-H]-	17	1	neg	267.2326	3.51	2.65	8.5	FA	FA";;;;
"FABP1	lipocalin	[M-H]-: Lysophosphatidylethanolamine (17:1) => (17:1)	LPE(17:1)	in vitro	1100000	[M-H]-	17	1	neg	464.2774	1.97	0.15	2.11	Lyso-PE	LPE";;;;
"FABP1	lipocalin	[M+HCOO]-: octadecenoate => (18:1)	FA(18:1)	in vitro	960000	[M+HCOO]-	18	1	neg	327.2533	3.74	1.42	8.69	FA	FA";;;;
"FABP1	lipocalin	[M-H]-: eicosatetraenoate => (20:4)	FA(20:4)	in vitro	380000	[M-H]-	20	4	neg	303.2321	3.17	2.17	3.31	FA	FA";;;;
"FABP1	lipocalin	[M-H]-: nonadecenoate => (19:1)	FA(19:1)	in vitro	350000	[M-H]-	19	1	neg	295.2638	4.32	3.64	4.49	FA	FA";;;;
"FABP1	lipocalin	[M-H]-: Lysophosphatidylethanolamine (16:1) => (16:1)	LPE(16:1)	in vitro	350000	[M-H]-	16	1	neg	450.2622	1.44	0.15	1.58	Lyso-PE	LPE";;;;
"FABP1	lipocalin	[M-H]-: Lysophosphatidylethanolamine (18:1) => (18:1)	LPE(18:1)	in vitro	310000	[M-H]-	18	1	neg	478.2934	2.3	0.17	2.44	Lyso-PE	LPE";;;;
"FABP1	lipocalin	[M-H]-: Lysophosphatidylethanolamine (16:0) => (16:0)	LPE(16:0)	in vitro	140000	[M-H]-	16	0	neg	452.2775	2.15	1.16	2.31	Lyso-PE	LPE";;;;
"FABP1	lipocalin	[M+HCOO]-: hexadecenoate => (16:1)	FA(16:1)	in vitro	140000	[M+HCOO]-	16	1	neg	299.2221	3.02	1.49	3.81	FA	FA";;;;
"FABP1	lipocalin	[M-H]-: Phosphatidylglycerol (34:1) => (18:1/16:0)	PG(34:1)	in vitro	110000	[M-H]-	34	1	neg	747.5198	7.84	6.41	8.12	PG	PG";;;;
"FABP1	lipocalin	[M-H]-: octadecadienoate => (18:2)	FA(18:2)	in vitro	93000	[M-H]-	18	2	neg	279.2322	3.26	2.1	3.6	FA	FA";;;;
"FABP1	lipocalin	[M-H]-: Phosphatidylglycerol (32:1) => (16:1/16:0)	PG(32:1)	in vitro	86000	[M-H]-	32	1	neg	719.4886	6.66	4.98	6.92	PG	PG";;;;
"FABP1	lipocalin	[M-H]-: Phosphatidylglycerol (34:2) => (16:1/18:1)	PG(34:2)	in vitro	69000	[M-H]-	34	2	neg	745.505	6.77	5.11	7.2	PG	PG";;;;
"FABP1	lipocalin	[M-H]-: docosapentaenoate => (22:5)	FA(22:5)	in vitro	62000	[M-H]-	22	5	neg	329.2478	3.3	2.56	3.58	FA	FA";;;;
"FABP1	lipocalin	[M-H]-: eicosatrienoate => (20:3)	FA(20:3)	in vitro	61000	[M-H]-	20	3	neg	305.2478	3.49	2.85	3.69	FA	FA";;;;
"FABP1	lipocalin	[M-H]-: Phosphatidylglycerol (33:1) => (17:1/16:0)	PG(33:1)	in vitro	60000	[M-H]-	33	1	neg	733.5043	7.4	5.9	7.67	PG	PG";;;;
"FABP1	lipocalin	[M-H]-: Phosphatidylglycerol (35:2) => (17:1/18:1)	PG(35:2)	in vitro	41000	[M-H]-	35	2	neg	759.5197	7.52	6.05	7.81	PG	PG";;;;
"FABP1	lipocalin	[M-H]-: Lysophosphatidylglycerol (16:1) => (16:1)	LPG(16:1)	in vitro	24000	[M-H]-	16	1	neg	481.2561	1.15	0.76	1.34	Lyso-PG	LPG";;;;
"FABP1	lipocalin	[M-H]-: Phosphatidylethanolamine (32:2) => (16:1/16:1)	PE(32:2)	in vitro	19000	[M-H]-	32	2	neg	686.4782	6.59	5.99	6.92	PE	PE";;;;
"FABP1	lipocalin	[M-H]-: Phosphatidylethanolamine (33:2) => (17:1/16:1)	PE(33:2)	in vitro	19000	[M-H]-	33	2	neg	700.4937	7.37	6.85	7.68	PE	PE";;;;
"FABP5	lipocalin	[M-H]-: octadecenoate => (18:1)	FA(18:1)	in vitro	1600000	[M-H]-	18	1	neg	281.249	3.79	2.93	8.8	FA	FA";;;;
"FABP5	lipocalin	[M-H]-: hexadecenoate => (16:1)	FA(16:1)	in vitro	1500000	[M-H]-	16	1	neg	253.2173	3.03	2.08	8.01	FA	FA";;;;
"FABP5	lipocalin	[M-H]-: eicosatetraenoate => (20:4)	FA(20:4)	in vitro	250000	[M-H]-	20	4	neg	303.2336	3.17	2.28	3.4	FA	FA";;;;
"FABP5	lipocalin	[M-H]-: heptadecenoate => (17:1)	FA(17:1)	in vitro	170000	[M-H]-	17	1	neg	267.2332	3.52	2.76	3.67	FA	FA";;;;
"FABP5	lipocalin	[M+HCOO]-: octadecenoate => (18:1)	FA(18:1)	in vitro	170000	[M+HCOO]-	18	1	neg	327.2544	3.71	2.07	4.69	FA	FA";;;;
"FABP5	lipocalin	[M-H]-: octadecadienoate => (18:2)	FA(18:2)	in vitro	46000	[M-H]-	18	2	neg	279.2333	3.26	2.37	3.53	FA	FA";;;;
"FABP5	lipocalin	[M-H]-: docosapentaenoate => (22:5)	FA(22:5)	in vitro	34000	[M-H]-	22	5	neg	329.249	3.31	2.48	3.58	FA	FA";;;;
"FABP5	lipocalin	[M-H]-: eicosatrienoate => (20:3)	FA(20:3)	in vitro	27000	[M-H]-	20	3	neg	305.2488	3.49	3.12	3.67	FA	FA";;;;
"FABP5	lipocalin	[M-H]-: eicosapentaenoate => (20:5)	FA(20:5)	in vitro	26000	[M-H]-	20	5	neg	301.2175	2.68	1.86	2.89	FA	FA";;;;
"FABP5	lipocalin	[M-H]-: nonadecenoate => (19:1)	FA(19:1)	in vitro	17000	[M-H]-	19	1	neg	295.2645	4.32	3.75	4.45	FA	FA";;;;
"FABP5	lipocalin	[M-H]-: docosatetraenoate => (22:4)	FA(22:4)	in vitro	13000	[M-H]-	22	4	neg	331.2644	3.75	3.02	3.9	FA	FA";;;;
"FABP7	lipocalin	[M-H]-: octadecenoate => (18:1)	FA(18:1)	in vitro	3200000	[M-H]-	18	1	neg	281.2486	3.78	2.86	8.79	FA	FA";;;;
"FABP7	lipocalin	[M-H]-: hexadecenoate => (16:1)	FA(16:1)	in vitro	1900000	[M-H]-	16	1	neg	253.2173	3.03	2.02	4.58	FA	FA";;;;
"FABP7	lipocalin	[M-H]-: eicosatetraenoate => (20:4)	FA(20:4)	in vitro	880000	[M-H]-	20	4	neg	303.2333	3.16	2.2	3.38	FA	FA";;;;
"FABP7	lipocalin	[M+HCOO]-: octadecenoate => (18:1)	FA(18:1)	in vitro	310000	[M+HCOO]-	18	1	neg	327.2542	3.7	1.95	8.65	FA	FA";;;;
"FABP7	lipocalin	[M-H]-: heptadecenoate => (17:1)	FA(17:1)	in vitro	170000	[M-H]-	17	1	neg	267.2329	3.5	2.69	3.67	FA	FA";;;;
"FABP7	lipocalin	[M-H]-: docosapentaenoate => (22:5)	FA(22:5)	in vitro	140000	[M-H]-	22	5	neg	329.2487	3.31	2.43	3.62	FA	FA";;;;
"FABP7	lipocalin	[M-H]-: octadecadienoate => (18:2)	FA(18:2)	in vitro	100000	[M-H]-	18	2	neg	279.2331	3.25	2.32	3.54	FA	FA";;;;
"FABP7	lipocalin	[M+HCOO]-: hexadecenoate => (16:1)	FA(16:1)	in vitro	63000	[M+HCOO]-	16	1	neg	299.2226	3.02	1.88	3.79	FA	FA";;;;
"FABP7	lipocalin	[M-H]-: nonadecenoate => (19:1)	FA(19:1)	in vitro	54000	[M-H]-	19	1	neg	295.2645	4.31	3.71	4.45	FA	FA";;;;
"FABP7	lipocalin	[M-H]-: eicosapentaenoate => (20:5)	FA(20:5)	in vitro	52000	[M-H]-	20	5	neg	301.2176	2.76	1.8	2.89	FA	FA";;;;
"GLTP	GLTP	[M+NH4]+: docosatrienoate => (22:3)	FA(22:3)	in vitro	1700000	[M+NH4]+	22	3	pos	352.3211	2.58	0.75	7.63	FA	FA";;;;
"GLTP	GLTP	[M+NH4]+: octadecatrienol => (18:3)	FAL(18:3)	in vitro	1600000	[M+NH4]+	18	3	pos	282.2788	2.96	1.7	8.08	FAL	FAL";;;;
"GLTP	GLTP	[M+H]+: Hexosyl ceramide (d42:2)";"Hexosyl ceramide (DH42:2)	HexCer(d*42:2)	in vitro	590000	[M+H]+	42	2	pos	810.6816	11.92	11.7	12.36	Hex-DHCer"; Hex-dCer;" Hex-dCer	d*HexCer";
"GLTP	GLTP	[M+H]+: Hexosyl ceramide (t42:2)";"Hexosyl ceramide (d42:2-OH)	HexCer(t*42:2)	in vitro	390000	[M+H]+	42	2	pos	826.6767	11.53	11.29	11.96	Hex-DHCer-OH"; Hex-tCer; Hex-dCer-OH;" Hex-dCer-OH	t*HexCer"
"GLTP	GLTP	[M+NH4]+: octadecatrienoate => (18:3)	FA(18:3)	in vitro	220000	[M+NH4]+	18	3	pos	296.2586	1.19	0.17	1.51	FA	FA";;;;
"GLTP	GLTP	[M+H]+: Phosphatidylethanolamine (O-16:0)";"Lysophosphatidylethanolamine (16:0)	PE(O-16:0)/LPE(16:0)	in vitro	160000	[M+H]+	16	0	pos	454.2933	2.19	1.31	2.55	Lyso-PE";" PE-O	LPE";;
"GLTP	GLTP	[M+NH4]+: docosatetraenoate => (22:4)	FA(22:4)	in vitro	120000	[M+NH4]+	22	4	pos	350.3053	2.38	0.32	3.82	FA	FA";;;;
"GLTP	GLTP	[M+Na]+: Hexosyl ceramide (d42:2)";"Hexosyl ceramide (DH42:2)	HexCer(d*42:2)	in vitro	110000	[M+Na]+	42	2	pos	832.6635	11.9	11.7	12.2	Hex-DHCer";" Hex-dCer	d*HexCer";;
"GLTP	GLTP	[M+H]+: Sulfohexosyl ceramide (d42:2)";"Sulfohexosyl ceramide (DH42:2)	SHexCer(d*42:2)	in vitro	93000	[M+H]+	42	2	pos	890.6388	9.89	9.59	10.2	SHex-dCer"; SHex-dCer;" SHex-DHCer	d*SHexCer";
"GLTP	GLTP	[M+Na]+: Hexosyl ceramide (t42:2)";"Hexosyl ceramide (d42:2-OH)	HexCer(t*42:2)	in vitro	65000	[M+Na]+	42	2	pos	848.6584	11.51	11.29	11.8	Hex-DHCer-OH"; Hex-tCer;" Hex-dCer-OH	t*HexCer";
"GLTP	GLTP	[M+H]+: Lysophosphatidylethanolamine (16:1)";"Phosphatidylethanolamine (O-16:1)	PE(O-16:1)/LPE(16:1)	in vitro	59000	[M+H]+	16	1	pos	452.2775	1.47	0.48	2.36	Lyso-PE";" PE-O	LPE";;
"GLTP	GLTP	[M+H]+: Lysophosphatidylethanolamine (17:1) => (17:1)	LPE(17:1)	in vitro	58000	[M+H]+	17	1	pos	466.2931	1.99	1.16	2.37	Lyso-PE	LPE";;;;
"GLTP	GLTP	[M+H]+: Hexosyl ceramide (t42:1)";"Hexosyl ceramide (d42:1-OH)	HexCer(t*42:1)	in vitro	57000	[M+H]+	42	1	pos	828.6929	12.92	12.65	13.25	Hex-DHCer-OH"; Hex-tCer; Hex-dCer-OH;" Hex-dCer-OH	t*HexCer"
"GLTP	GLTP	[M+H]+: Hexosyl ceramide (d42:1)";"Hexosyl ceramide (DH42:1)	HexCer(d*42:1)	in vitro	51000	[M+H]+	42	1	pos	812.6978	13.33	12.99	13.71	Hex-dCer"; Hex-dCer;" Hex-DHCer	d*HexCer";
"GLTP	GLTP	[M+H]+: Hexosyl ceramide (t40:2)";"Hexosyl ceramide (d40:2-OH)	HexCer(t*40:2)	in vitro	45000	[M+H]+	40	2	pos	798.6445	10.01	8.9	10.71	Hex-tCer"; Hex-dCer-OH; Hex-DHCer-OH;" Hex-dCer-OH	t*HexCer"
"GLTP	GLTP	[M+H]+: Hexosyl ceramide (t44:2)";"Hexosyl ceramide (d44:2-OH)	HexCer(t*44:2)	in vitro	40000	[M+H]+	44	2	pos	854.7082	12.86	12.31	13.27	Hex-dCer-OH"; Hex-dCer-OH; Hex-DHCer-OH;" Hex-tCer	t*HexCer"
"GLTP	GLTP	[M+H]+: Hexosyl ceramide (t40:1)";"Hexosyl ceramide (d40:1-OH)	HexCer(t*40:1)	in vitro	39000	[M+H]+	40	1	pos	800.6605	11.53	11.31	11.8	Hex-dCer-OH"; Hex-dCer-OH; Hex-DHCer-OH;" Hex-tCer	t*HexCer"
"GLTP	GLTP	[M+H]+: Lysophosphatidylglycerol (18:1)	LPG(18:1)	in vitro	31000	[M+H]+	18	1	pos	511.3034	1.98	1.48	2.14	Lyso-PG	LPG";;;;
"GLTP	GLTP	[M+H]+: Lysophosphatidylethanolamine (16:1)";"Phosphatidylethanolamine (O-16:1)	PE(O-16:1)/LPE(16:1)	in vitro	11000	[M+H]+	16	1	pos	452.2772	1.95	1.84	2.14	Lyso-PE";" PE-O	LPE";;
"GLTP	GLTP	[M+HCOO]-: Hexosyl ceramide (d42:2) => (d18:1/24:1)";"Hexosyl ceramide (DH42:2) => (DH18:1/24:1)	HexCer(d*42:2)	in vitro	170000	[M+HCOO]-	42	2	neg	854.6749	11.93	11.74	12.27	Hex-DHCer";" Hex-dCer	d*HexCer";;
"GLTP	GLTP	[M-H]-: Sulfohexosyl ceramide (d42:2)";"Sulfohexosyl ceramide (DH42:2)	SHexCer(d*42:2)	in vitro	100000	[M-H]-	42	2	neg	888.6263	9.9	9.69	10.22	SHex-dCer";" SHex-DHCer	d*SHexCer";;
"GLTP	GLTP	[M-H]-: Lysophosphatidylethanolamine (17:1) => (17:1)	LPE(17:1)	in vitro	41000	[M-H]-	17	1	neg	464.2786	2	1.19	2.14	Lyso-PE	LPE";;;;
"GLTP	GLTP	[M+HCOO]-: Hexosyl ceramide (d42:1)";"Hexosyl ceramide (DH42:1)	HexCer(d*42:1)	in vitro	27000	[M+HCOO]-	42	1	neg	856.6907	12.59	12.28	13.5	Hex-dCer";" Hex-DHCer	d*HexCer";;
"GLTP	GLTP	[M+HCOO]-: Hexosyl ceramide (t42:1)";"Hexosyl ceramide (d42:1-OH)	HexCer(t*42:1)	in vitro	18000	[M+HCOO]-	42	1	neg	872.6853	12.59	11.84	13.22	Hex-DHCer-OH"; Hex-tCer;" Hex-dCer-OH	t*HexCer";
"GLTP	GLTP	[M-H]-: Sulfohexosyl ceramide (d42:1)";"Sulfohexosyl ceramide (DH42:1)	SHexCer(d*42:1)	in vitro	14000	[M-H]-	42	1	neg	890.6419	10.39	10.22	10.66	SHex-DHCer";" SHex-dCer	d*SHexCer";;
"GLTP	GLTP	[M+HCOO]-: Hexosyl ceramide (d42:1) => (d18:1/24:0)";"Hexosyl ceramide (DH42:1) => (DH18:1/24:0)	HexCer(d*42:1)	in vitro	13000	[M+HCOO]-	42	1	neg	856.6909	13.2	12.29	13.62	Hex-DHCer";" Hex-dCer	d*HexCer";;
"GLTP	GLTP	[M-H]-: Lysophosphatidylethanolamine (O-18:1)	LPE(O-18:1)	in vitro	13000	[M-H]-	18	1	neg	464.3152	3.4	3.04	3.56	Lyso-PE-O	LPE-O";;;;
"GLTPD1	GLTP	[M+H]+: Sphingomyelin (d34:1)";"Sphingomyelin (DH34:1)	SM(d*34:1)	in vitro	1400000	[M+H]+	34	1	pos	703.5754	7.03	6.69	7.41	dSM";" DHSM	d*SM";;
"GLTPD1	GLTP	[M+H]+: Sphingomyelin (d42:2)";"Sphingomyelin (DH42:2)	SM(d*42:2)	in vitro	1000000	[M+H]+	42	2	pos	813.6844	11.34	11.11	12.03	dSM";" DHSM	d*SM";;
"GLTPD1	GLTP	[M+H]+: Sphingomyelin (d40:1)";"Sphingomyelin (DH40:1)	SM(d*40:1)	in vitro	440000	[M+H]+	40	1	pos	787.6689	11.39	11.1	11.88	DHSM";" dSM	d*SM";;
"GLTPD1	GLTP	[M+H]+: Sphingomyelin (d40:2)";"Sphingomyelin (DH40:2)	SM(d*40:2)	in vitro	370000	[M+H]+	40	2	pos	785.6536	9.96	9.72	10.58	dSM";" DHSM	d*SM";;
"GLTPD1	GLTP	[M+H]+: Sphingomyelin (DH34:0)	SM(DH34:0)	in vitro	170000	[M+H]+	34	0	pos	705.5904	7.58	7.29	7.95	DHSM	DHSM";;;;
"GLTPD1	GLTP	[M+H]+: Sphingomyelin (d42:1)";"Sphingomyelin (DH42:1)	SM(d*42:1)	in vitro	160000	[M+H]+	42	1	pos	815.7003	11.92	11.64	13.49	dSM";" DHSM	d*SM";;
"GLTPD1	GLTP	[M+H]+: Sphingomyelin (d36:2)";"Sphingomyelin (DH36:2)	SM(d*36:2)	in vitro	140000	[M+H]+	36	2	pos	729.5914	7.33	7.04	7.86	dSM";" DHSM	d*SM";;
"GLTPD1	GLTP	[M+H]+: Sphingomyelin (d42:3)";"Sphingomyelin (DH42:3)	SM(d*42:3)	in vitro	140000	[M+H]+	42	3	pos	811.669	10.25	10.02	10.87	DHSM";" dSM	d*SM";;
"GLTPD1	GLTP	[M+H]+: Sphingomyelin (d35:1)";"Sphingomyelin (DH35:1)	SM(d*35:1)	in vitro	140000	[M+H]+	35	1	pos	717.5903	7.67	7.17	8.07	DHSM";" dSM	d*SM";;
"GLTPD1	GLTP	[M+H]+: Sphingomyelin (d33:1)";"Sphingomyelin (DH33:1)	SM(d*33:1)	in vitro	110000	[M+H]+	33	1	pos	689.5596	6.39	6.06	6.67	dSM";" DHSM	d*SM";;
"GLTPD1	GLTP	[M+H]+: Sphingomyelin (d41:2)";"Sphingomyelin (DH41:2)	SM(d*41:2)	in vitro	100000	[M+H]+	41	2	pos	799.6701	10.66	10.42	11.54	DHSM";" dSM	d*SM";;
"GLTPD1	GLTP	[M+H]+: Sphingomyelin (d38:1)";"Sphingomyelin (DH38:1)	SM(d*38:1)	in vitro	100000	[M+H]+	38	1	pos	759.6378	9.93	9.03	10.4	dSM";" DHSM	d*SM";;
"GLTPD1	GLTP	[M+H]+: Sphingomyelin (d40:1)";"Sphingomyelin (DH40:1)	SM(d*40:1)	in vitro	90000	[M+H]+	40	1	pos	787.6691	10.54	10.22	12.1	DHSM";" dSM	d*SM";;
"GLTPD1	GLTP	[M+H]+: Sphingomyelin (d39:1)";"Sphingomyelin (DH39:1)	SM(d*39:1)	in vitro	59000	[M+H]+	39	1	pos	773.6537	10.73	10.29	11.17	dSM";" DHSM	d*SM";;
"GLTPD1	GLTP	[M+H]+: Sphingomyelin (d34:2)";"Sphingomyelin (DH34:2)	SM(d*34:2)	in vitro	51000	[M+H]+	34	2	pos	701.5607	6.03	5.66	7.03	DHSM";" dSM	d*SM";;
"GLTPD1	GLTP	[M+Na]+: Sphingomyelin (d34:1)";"Sphingomyelin (DH34:1)	SM(d*34:1)	in vitro	34000	[M+Na]+	34	1	pos	725.5569	7.01	6.74	7.33	dSM";" DHSM	d*SM";;
"GLTPD1	GLTP	[M+HCOO]-: Sphingomyelin (d34:1)";"Sphingomyelin (DH34:1)	SM(d*34:1)	in vitro	120000	[M+HCOO]-	34	1	neg	747.5677	7.03	6.75	7.37	dSM";" DHSM	d*SM";;
"GLTPD1	GLTP	[M+HCOO]-: Sphingomyelin (d42:2)";"Sphingomyelin (DH42:2)	SM(d*42:2)	in vitro	49000	[M+HCOO]-	42	2	neg	857.6781	11.35	11.15	12.02	dSM";" DHSM	d*SM";;
"GLTPD1	GLTP	[M-H]-: Bismonoacylglycerolphosphate (30:1)";"Phosphatidylglycerol (30:1) => (16:1/14:0)	PG/BMP(30:1)	in vitro	46000	[M-H]-	30	1	neg	691.4571	5.31	4.88	5.53	BMP";" PG	PG/BMP";;
"GLTPD1	GLTP	[M-H]-: Bismonoacylglycerolphosphate (32:2)";"Phosphatidylglycerol (32:2) => (16:1/16:1)	PG/BMP(32:2)	in vitro	35000	[M-H]-	32	2	neg	717.4732	5.49	5.15	5.69	PG";" BMP	PG/BMP";;
"GLTPD1	GLTP	[M+HCOO]-: Sphingomyelin (d40:1)";"Sphingomyelin (DH40:1)	SM(d*40:1)	in vitro	24000	[M+HCOO]-	40	1	neg	831.6622	11.4	11.12	11.89	DHSM";" dSM	d*SM";;
"GLTPD1	GLTP	[M+HCOO]-: Sphingomyelin (d36:1)";"Sphingomyelin (DH36:1)	SM(d*36:1)	in vitro	22000	[M+HCOO]-	36	1	neg	775.5987	8.44	8.17	8.79	DHSM";" dSM	d*SM";;
"GLTPD1	GLTP	[M+HCOO]-: Sphingomyelin (d40:2)";"Sphingomyelin (DH40:2)	SM(d*40:2)	in vitro	21000	[M+HCOO]-	40	2	neg	829.6462	9.98	9.78	10.62	dSM";" DHSM	d*SM";;
"HSDL2	scp2	[M+NH4]+: Triacylglycerol (54:2) => (18:1/18:1/18:0)	TAG(54:2)	in vitro	260000	[M+NH4]+	54	2	pos	904.8336	17.56	16.7	21.05	TAG	TAG";;;;
"HSDL2	scp2	[M+NH4]+: docosatrienoate => (22:3)	FA(22:3)	in vitro	110000	[M+NH4]+	22	3	pos	352.321	3.01	1.25	8.44	FA	FA";;;;
"HSDL2	scp2	[M+NH4]+: Triacylglycerol (32:0) => (12:0/12:0/8:0)	TAG(32:0)	in vitro	100000	[M+NH4]+	32	0	pos	600.5203	10.67	7.05	15.71	TAG	TAG";;;;
"HSDL2	scp2	[M+NH4]+: Phosphatidylglycerol (32:1) => (16:1/16:0)	PG(32:1)	in vitro	81000	[M+NH4]+	32	1	pos	738.5258	6.72	5.78	10.89	PG	PG";;;;
"HSDL2	scp2	[M+H]+: Triacylglycerol (56:5)	TAG(56:5)	in vitro	18000	[M+H]+	56	5	pos	909.789	17.38	17.07	17.68	TAG	TAG";;;;
"LCN15	lipocalin	[M+NH4]+: Phosphatidylglycerol (32:2) => 16:1/16:1)	PG(32:2)	in vitro	44000	[M+NH4]+	32	2	pos	736.5123	5.65	4.59	5.93	PG	PG";;;;
"LCN15	lipocalin	[M-H]-: Phosphatidylglycerol (32:1)";"Bismonoacylglycerolphosphate (32:1) => (16:1/16:0)	PG/BMP(32:1)	in vitro	160000	[M-H]-	32	1	neg	719.4862	6.6	5.52	6.84	PG";" BMP	PG/BMP";;
"LCN15	lipocalin	[M-H]-: Phosphatidylglycerol (34:2)";"Bismonoacylglycerolphosphate (34:2) => (16:1/18:1)	PG/BMP(34:2)	in vitro	150000	[M-H]-	34	2	neg	745.5018	6.7	5.67	7.06	PG";" BMP	PG/BMP";;
"LCN15	lipocalin	[M-H]-: Phosphatidylglycerol (33:1)";"Bismonoacylglycerolphosphate (33:1) => (17:1/16:0)	PG/BMP(33:1)	in vitro	51000	[M-H]-	33	1	neg	733.5015	7.33	6.38	7.59	PG";" BMP	PG/BMP";;
"LCN15	lipocalin	[M-H]-: Bismonoacylglycerolphosphate (35:2)";"Phosphatidylglycerol (35:2) => (17:1/18:1)	PG/BMP(35:2)	in vitro	45000	[M-H]-	35	2	neg	759.5164	7.45	6.53	7.73	BMP";" PG	PG/BMP";;
